Time [second],Thrust [N],mdot [kg/s]
1.16416201,875.87192,0.386666667
1.16499534,865.91883,0.382272727
1.16582867,875.87192,0.386666667
1.166662,875.87192,0.386666667
1.16749533,865.91883,0.382272727
1.16832866,875.87192,0.386666667
1.16916199,875.87192,0.386666667
1.16999532,875.87192,0.386666667
1.17082865,875.87192,0.386666667
1.17166198,875.87192,0.386666667
1.17249531,875.87192,0.386666667
1.17332864,875.87192,0.386666667
1.17416197,875.87192,0.386666667
1.1749953,875.87192,0.386666667
1.17582863,885.82501,0.391060606
1.17666196,875.87192,0.386666667
1.17749529,875.87192,0.386666667
1.17832862,875.87192,0.386666667
1.17916195,875.87192,0.386666667
1.17999528,875.87192,0.386666667
1.18082861,875.87192,0.386666667
1.18166194,875.87192,0.386666667
1.18249527,875.87192,0.386666667
1.1833286,875.87192,0.386666667
1.18416193,875.87192,0.386666667
1.18499526,875.87192,0.386666667
1.18582859,875.87192,0.386666667
1.18666192,875.87192,0.386666667
1.18749525,875.87192,0.386666667
1.18832858,875.87192,0.386666667
1.18916191,875.87192,0.386666667
1.18999524,875.87192,0.386666667
1.19082857,885.82501,0.391060606
1.1916619,875.87192,0.386666667
1.19249523,875.87192,0.386666667
1.19332856,885.82501,0.391060606
1.19416189,885.82501,0.391060606
1.19499522,875.87192,0.386666667
1.19582855,875.87192,0.386666667
1.19666188,875.87192,0.386666667
1.19749521,875.87192,0.386666667
1.19832854,875.87192,0.386666667
1.19916187,885.82501,0.391060606
1.1999952,875.87192,0.386666667
1.20082853,885.82501,0.391060606
1.20166186,875.87192,0.386666667
1.20249519,875.87192,0.386666667
1.20332852,875.87192,0.386666667
1.20416185,875.87192,0.386666667
1.20499518,875.87192,0.386666667
1.20582851,875.87192,0.386666667
1.20666184,875.87192,0.386666667
1.20749517,875.87192,0.386666667
1.2083285,875.87192,0.386666667
1.20916183,875.87192,0.386666667
1.20999516,875.87192,0.386666667
1.21082849,875.87192,0.386666667
1.21166182,875.87192,0.386666667
1.21249515,875.87192,0.386666667
1.21332848,875.87192,0.386666667
1.21416181,875.87192,0.386666667
1.21499514,875.87192,0.386666667
1.21582847,875.87192,0.386666667
1.2166618,875.87192,0.386666667
1.21749513,875.87192,0.386666667
1.21832846,875.87192,0.386666667
1.21916179,875.87192,0.386666667
1.21999512,875.87192,0.386666667
1.22082845,875.87192,0.386666667
1.22166178,885.82501,0.391060606
1.22249511,875.87192,0.386666667
1.22332844,875.87192,0.386666667
1.22416177,875.87192,0.386666667
1.2249951,875.87192,0.386666667
1.22582843,875.87192,0.386666667
1.22666176,885.82501,0.391060606
1.22749509,875.87192,0.386666667
1.22832842,885.82501,0.391060606
1.22916175,885.82501,0.391060606
1.22999508,875.87192,0.386666667
1.23082841,875.87192,0.386666667
1.23166174,885.82501,0.391060606
1.23249507,875.87192,0.386666667
1.2333284,885.82501,0.391060606
1.23416173,885.82501,0.391060606
1.23499506,875.87192,0.386666667
1.23582839,885.82501,0.391060606
1.23666172,885.82501,0.391060606
1.23749505,875.87192,0.386666667
1.23832838,885.82501,0.391060606
1.23916171,875.87192,0.386666667
1.23999504,875.87192,0.386666667
1.24082837,885.82501,0.391060606
1.2416617,875.87192,0.386666667
1.24249503,885.82501,0.391060606
1.24332836,885.82501,0.391060606
1.24416169,885.82501,0.391060606
1.24499502,875.87192,0.386666667
1.24582835,885.82501,0.391060606
1.24666168,885.82501,0.391060606
1.24749501,885.82501,0.391060606
1.24832834,885.82501,0.391060606
1.24916167,875.87192,0.386666667
1.249995,885.82501,0.391060606
1.25082833,885.82501,0.391060606
1.25166166,875.87192,0.386666667
1.25249499,885.82501,0.391060606
1.25332832,875.87192,0.386666667
1.25416165,875.87192,0.386666667
1.25499498,885.82501,0.391060606
1.25582831,875.87192,0.386666667
1.25666164,875.87192,0.386666667
1.25749497,885.82501,0.391060606
1.2583283,875.87192,0.386666667
1.25916163,885.82501,0.391060606
1.25999496,875.87192,0.386666667
1.26082829,875.87192,0.386666667
1.26166162,885.82501,0.391060606
1.26249495,875.87192,0.386666667
1.26332828,875.87192,0.386666667
1.26416161,885.82501,0.391060606
1.26499494,875.87192,0.386666667
1.26582827,875.87192,0.386666667
1.2666616,885.82501,0.391060606
1.26749493,875.87192,0.386666667
1.26832826,885.82501,0.391060606
1.26916159,875.87192,0.386666667
1.26999492,875.87192,0.386666667
1.27082825,885.82501,0.391060606
1.27166158,875.87192,0.386666667
1.27249491,885.82501,0.391060606
1.27332824,885.82501,0.391060606
1.27416157,875.87192,0.386666667
1.2749949,885.82501,0.391060606
1.27582823,885.82501,0.391060606
1.27666156,875.87192,0.386666667
1.27749489,885.82501,0.391060606
1.27832822,885.82501,0.391060606
1.27916155,875.87192,0.386666667
1.27999488,885.82501,0.391060606
1.28082821,885.82501,0.391060606
1.28166154,885.82501,0.391060606
1.28249487,885.82501,0.391060606
1.2833282,875.87192,0.386666667
1.28416153,885.82501,0.391060606
1.28499486,885.82501,0.391060606
1.28582819,885.82501,0.391060606
1.28666152,885.82501,0.391060606
1.28749485,885.82501,0.391060606
1.28832818,885.82501,0.391060606
1.28916151,885.82501,0.391060606
1.28999484,885.82501,0.391060606
1.29082817,885.82501,0.391060606
1.2916615,885.82501,0.391060606
1.29249483,885.82501,0.391060606
1.29332816,885.82501,0.391060606
1.29416149,885.82501,0.391060606
1.29499482,885.82501,0.391060606
1.29582815,885.82501,0.391060606
1.29666148,885.82501,0.391060606
1.29749481,885.82501,0.391060606
1.29832814,885.82501,0.391060606
1.29916147,885.82501,0.391060606
1.2999948,875.87192,0.386666667
1.30082813,885.82501,0.391060606
1.30166146,885.82501,0.391060606
1.30249479,875.87192,0.386666667
1.30332812,895.7781,0.395454545
1.30416145,885.82501,0.391060606
1.30499478,875.87192,0.386666667
1.30582811,885.82501,0.391060606
1.30666144,885.82501,0.391060606
1.30749477,885.82501,0.391060606
1.3083281,895.7781,0.395454545
1.30916143,885.82501,0.391060606
1.30999476,885.82501,0.391060606
1.31082809,885.82501,0.391060606
1.31166142,885.82501,0.391060606
1.31249475,885.82501,0.391060606
1.31332808,885.82501,0.391060606
1.31416141,885.82501,0.391060606
1.31499474,885.82501,0.391060606
1.31582807,885.82501,0.391060606
1.3166614,885.82501,0.391060606
1.31749473,885.82501,0.391060606
1.31832806,885.82501,0.391060606
1.31916139,885.82501,0.391060606
1.31999472,885.82501,0.391060606
1.32082805,885.82501,0.391060606
1.32166138,885.82501,0.391060606
1.32249471,885.82501,0.391060606
1.32332804,885.82501,0.391060606
1.32416137,885.82501,0.391060606
1.3249947,885.82501,0.391060606
1.32582803,885.82501,0.391060606
1.32666136,885.82501,0.391060606
1.32749469,885.82501,0.391060606
1.32832802,885.82501,0.391060606
1.32916135,885.82501,0.391060606
1.32999468,885.82501,0.391060606
1.33082801,885.82501,0.391060606
1.33166134,885.82501,0.391060606
1.33249467,885.82501,0.391060606
1.333328,885.82501,0.391060606
1.33416133,885.82501,0.391060606
1.33499466,885.82501,0.391060606
1.33582799,885.82501,0.391060606
1.33666132,885.82501,0.391060606
1.33749465,885.82501,0.391060606
1.33832798,895.7781,0.395454545
1.33916131,885.82501,0.391060606
1.33999464,885.82501,0.391060606
1.34082797,885.82501,0.391060606
1.3416613,885.82501,0.391060606
1.34249463,885.82501,0.391060606
1.34332796,885.82501,0.391060606
1.34416129,885.82501,0.391060606
1.34499462,895.7781,0.395454545
1.34582795,885.82501,0.391060606
1.34666128,885.82501,0.391060606
1.34749461,885.82501,0.391060606
1.34832794,885.82501,0.391060606
1.34916127,885.82501,0.391060606
1.3499946,885.82501,0.391060606
1.35082793,885.82501,0.391060606
1.35166126,885.82501,0.391060606
1.35249459,885.82501,0.391060606
1.35332792,885.82501,0.391060606
1.35416125,885.82501,0.391060606
1.35499458,885.82501,0.391060606
1.35582791,885.82501,0.391060606
1.35666124,885.82501,0.391060606
1.35749457,885.82501,0.391060606
1.3583279,895.7781,0.395454545
1.35916123,885.82501,0.391060606
1.35999456,895.7781,0.395454545
1.36082789,895.7781,0.395454545
1.36166122,885.82501,0.391060606
1.36249455,885.82501,0.391060606
1.36332788,885.82501,0.391060606
1.36416121,885.82501,0.391060606
1.36499454,895.7781,0.395454545
1.36582787,885.82501,0.391060606
1.3666612,885.82501,0.391060606
1.36749453,895.7781,0.395454545
1.36832786,885.82501,0.391060606
1.36916119,895.7781,0.395454545
1.36999452,885.82501,0.391060606
1.37082785,885.82501,0.391060606
1.37166118,895.7781,0.395454545
1.37249451,885.82501,0.391060606
1.37332784,885.82501,0.391060606
1.37416117,895.7781,0.395454545
1.3749945,885.82501,0.391060606
1.37582783,885.82501,0.391060606
1.37666116,895.7781,0.395454545
1.37749449,885.82501,0.391060606
1.37832782,895.7781,0.395454545
1.37916115,885.82501,0.391060606
1.37999448,885.82501,0.391060606
1.38082781,895.7781,0.395454545
1.38166114,885.82501,0.391060606
1.38249447,895.7781,0.395454545
1.3833278,895.7781,0.395454545
1.38416113,885.82501,0.391060606
1.38499446,895.7781,0.395454545
1.38582779,895.7781,0.395454545
1.38666112,885.82501,0.391060606
1.38749445,885.82501,0.391060606
1.38832778,885.82501,0.391060606
1.38916111,885.82501,0.391060606
1.38999444,895.7781,0.395454545
1.39082777,895.7781,0.395454545
1.3916611,885.82501,0.391060606
1.39249443,895.7781,0.395454545
1.39332776,895.7781,0.395454545
1.39416109,885.82501,0.391060606
1.39499442,895.7781,0.395454545
1.39582775,895.7781,0.395454545
1.39666108,885.82501,0.391060606
1.39749441,895.7781,0.395454545
1.39832774,885.82501,0.391060606
1.39916107,895.7781,0.395454545
1.3999944,895.7781,0.395454545
1.40082773,885.82501,0.391060606
1.40166106,895.7781,0.395454545
1.40249439,895.7781,0.395454545
1.40332772,895.7781,0.395454545
1.40416105,895.7781,0.395454545
1.40499438,895.7781,0.395454545
1.40582771,895.7781,0.395454545
1.40666104,895.7781,0.395454545
1.40749437,885.82501,0.391060606
1.4083277,895.7781,0.395454545
1.40916103,895.7781,0.395454545
1.40999436,895.7781,0.395454545
1.41082769,895.7781,0.395454545
1.41166102,895.7781,0.395454545
1.41249435,895.7781,0.395454545
1.41332768,895.7781,0.395454545
1.41416101,895.7781,0.395454545
1.41499434,895.7781,0.395454545
1.41582767,895.7781,0.395454545
1.416661,895.7781,0.395454545
1.41749433,895.7781,0.395454545
1.41832766,895.7781,0.395454545
1.41916099,895.7781,0.395454545
1.41999432,895.7781,0.395454545
1.42082765,895.7781,0.395454545
1.42166098,895.7781,0.395454545
1.42249431,895.7781,0.395454545
1.42332764,905.73119,0.399848485
1.42416097,895.7781,0.395454545
1.4249943,905.73119,0.399848485
1.42582763,895.7781,0.395454545
1.42666096,895.7781,0.395454545
1.42749429,905.73119,0.399848485
1.42832762,895.7781,0.395454545
1.42916095,905.73119,0.399848485
1.42999428,905.73119,0.399848485
1.43082761,895.7781,0.395454545
1.43166094,905.73119,0.399848485
1.43249427,905.73119,0.399848485
1.4333276,895.7781,0.395454545
1.43416093,905.73119,0.399848485
1.43499426,895.7781,0.395454545
1.43582759,895.7781,0.395454545
1.43666092,905.73119,0.399848485
1.43749425,895.7781,0.395454545
1.43832758,905.73119,0.399848485
1.43916091,905.73119,0.399848485
1.43999424,895.7781,0.395454545
1.44082757,905.73119,0.399848485
1.4416609,905.73119,0.399848485
1.44249423,895.7781,0.395454545
1.44332756,905.73119,0.399848485
1.44416089,895.7781,0.395454545
1.44499422,905.73119,0.399848485
1.44582755,905.73119,0.399848485
1.44666088,895.7781,0.395454545
1.44749421,905.73119,0.399848485
1.44832754,905.73119,0.399848485
1.44916087,895.7781,0.395454545
1.4499942,905.73119,0.399848485
1.45082753,905.73119,0.399848485
1.45166086,905.73119,0.399848485
1.45249419,905.73119,0.399848485
1.45332752,905.73119,0.399848485
1.45416085,905.73119,0.399848485
1.45499418,905.73119,0.399848485
1.45582751,905.73119,0.399848485
1.45666084,905.73119,0.399848485
1.45749417,905.73119,0.399848485
1.4583275,905.73119,0.399848485
1.45916083,905.73119,0.399848485
1.45999416,905.73119,0.399848485
1.46082749,905.73119,0.399848485
1.46166082,905.73119,0.399848485
1.46249415,905.73119,0.399848485
1.46332748,895.7781,0.395454545
1.46416081,905.73119,0.399848485
1.46499414,905.73119,0.399848485
1.46582747,905.73119,0.399848485
1.4666608,905.73119,0.399848485
1.46749413,895.7781,0.395454545
1.46832746,895.7781,0.395454545
1.46916079,905.73119,0.399848485
1.46999412,895.7781,0.395454545
1.47082745,895.7781,0.395454545
1.47166078,905.73119,0.399848485
1.47249411,895.7781,0.395454545
1.47332744,905.73119,0.399848485
1.47416077,905.73119,0.399848485
1.4749941,895.7781,0.395454545
1.47582743,905.73119,0.399848485
1.47666076,895.7781,0.395454545
1.47749409,895.7781,0.395454545
1.47832742,905.73119,0.399848485
1.47916075,895.7781,0.395454545
1.47999408,895.7781,0.395454545
1.48082741,905.73119,0.399848485
1.48166074,895.7781,0.395454545
1.48249407,905.73119,0.399848485
1.4833274,895.7781,0.395454545
1.48416073,895.7781,0.395454545
1.48499406,905.73119,0.399848485
1.48582739,895.7781,0.395454545
1.48666072,895.7781,0.395454545
1.48749405,905.73119,0.399848485
1.48832738,895.7781,0.395454545
1.48916071,905.73119,0.399848485
1.48999404,905.73119,0.399848485
1.49082737,895.7781,0.395454545
1.4916607,905.73119,0.399848485
1.49249403,895.7781,0.395454545
1.49332736,895.7781,0.395454545
1.49416069,905.73119,0.399848485
1.49499402,895.7781,0.395454545
1.49582735,905.73119,0.399848485
1.49666068,905.73119,0.399848485
1.49749401,895.7781,0.395454545
1.49832734,905.73119,0.399848485
1.49916067,895.7781,0.395454545
1.499994,905.73119,0.399848485
1.50082733,905.73119,0.399848485
1.50166066,905.73119,0.399848485
1.50249399,905.73119,0.399848485
1.50332732,905.73119,0.399848485
1.50416065,905.73119,0.399848485
1.50499398,905.73119,0.399848485
1.50582731,905.73119,0.399848485
1.50666064,905.73119,0.399848485
1.50749397,905.73119,0.399848485
1.5083273,905.73119,0.399848485
1.50916063,905.73119,0.399848485
1.50999396,905.73119,0.399848485
1.51082729,905.73119,0.399848485
1.51166062,905.73119,0.399848485
1.51249395,905.73119,0.399848485
1.51332728,905.73119,0.399848485
1.51416061,905.73119,0.399848485
1.51499394,905.73119,0.399848485
1.51582727,905.73119,0.399848485
1.5166606,905.73119,0.399848485
1.51749393,905.73119,0.399848485
1.51832726,905.73119,0.399848485
1.51916059,905.73119,0.399848485
1.51999392,905.73119,0.399848485
1.52082725,905.73119,0.399848485
1.52166058,905.73119,0.399848485
1.52249391,905.73119,0.399848485
1.52332724,905.73119,0.399848485
1.52416057,905.73119,0.399848485
1.5249939,905.73119,0.399848485
1.52582723,905.73119,0.399848485
1.52666056,905.73119,0.399848485
1.52749389,905.73119,0.399848485
1.52832722,905.73119,0.399848485
1.52916055,905.73119,0.399848485
1.52999388,905.73119,0.399848485
1.53082721,905.73119,0.399848485
1.53166054,905.73119,0.399848485
1.53249387,905.73119,0.399848485
1.5333272,905.73119,0.399848485
1.53416053,905.73119,0.399848485
1.53499386,915.68428,0.404242424
1.53582719,905.73119,0.399848485
1.53666052,905.73119,0.399848485
1.53749385,905.73119,0.399848485
1.53832718,905.73119,0.399848485
1.53916051,915.68428,0.404242424
1.53999384,905.73119,0.399848485
1.54082717,905.73119,0.399848485
1.5416605,915.68428,0.404242424
1.54249383,905.73119,0.399848485
1.54332716,915.68428,0.404242424
1.54416049,915.68428,0.404242424
1.54499382,905.73119,0.399848485
1.54582715,915.68428,0.404242424
1.54666048,905.73119,0.399848485
1.54749381,915.68428,0.404242424
1.54832714,915.68428,0.404242424
1.54916047,905.73119,0.399848485
1.5499938,915.68428,0.404242424
1.55082713,905.73119,0.399848485
1.55166046,905.73119,0.399848485
1.55249379,915.68428,0.404242424
1.55332712,905.73119,0.399848485
1.55416045,915.68428,0.404242424
1.55499378,915.68428,0.404242424
1.55582711,905.73119,0.399848485
1.55666044,915.68428,0.404242424
1.55749377,915.68428,0.404242424
1.5583271,905.73119,0.399848485
1.55916043,915.68428,0.404242424
1.55999376,905.73119,0.399848485
1.56082709,905.73119,0.399848485
1.56166042,915.68428,0.404242424
1.56249375,905.73119,0.399848485
1.56332708,915.68428,0.404242424
1.56416041,915.68428,0.404242424
1.56499374,905.73119,0.399848485
1.56582707,915.68428,0.404242424
1.5666604,915.68428,0.404242424
1.56749373,915.68428,0.404242424
1.56832706,915.68428,0.404242424
1.56916039,915.68428,0.404242424
1.56999372,915.68428,0.404242424
1.57082705,915.68428,0.404242424
1.57166038,915.68428,0.404242424
1.57249371,905.73119,0.399848485
1.57332704,915.68428,0.404242424
1.57416037,905.73119,0.399848485
1.5749937,915.68428,0.404242424
1.57582703,915.68428,0.404242424
1.57666036,915.68428,0.404242424
1.57749369,915.68428,0.404242424
1.57832702,915.68428,0.404242424
1.57916035,905.73119,0.399848485
1.57999368,905.73119,0.399848485
1.58082701,905.73119,0.399848485
1.58166034,905.73119,0.399848485
1.58249367,915.68428,0.404242424
1.583327,905.73119,0.399848485
1.58416033,905.73119,0.399848485
1.58499366,915.68428,0.404242424
1.58582699,905.73119,0.399848485
1.58666032,905.73119,0.399848485
1.58749365,915.68428,0.404242424
1.58832698,905.73119,0.399848485
1.58916031,915.68428,0.404242424
1.58999364,915.68428,0.404242424
1.59082697,905.73119,0.399848485
1.5916603,915.68428,0.404242424
1.59249363,915.68428,0.404242424
1.59332696,915.68428,0.404242424
1.59416029,915.68428,0.404242424
1.59499362,905.73119,0.399848485
1.59582695,915.68428,0.404242424
1.59666028,915.68428,0.404242424
1.59749361,905.73119,0.399848485
1.59832694,915.68428,0.404242424
1.59916027,905.73119,0.399848485
1.5999936,915.68428,0.404242424
1.60082693,915.68428,0.404242424
1.60166026,915.68428,0.404242424
1.60249359,915.68428,0.404242424
1.60332692,915.68428,0.404242424
1.60416025,915.68428,0.404242424
1.60499358,915.68428,0.404242424
1.60582691,905.73119,0.399848485
1.60666024,915.68428,0.404242424
1.60749357,915.68428,0.404242424
1.6083269,915.68428,0.404242424
1.60916023,915.68428,0.404242424
1.60999356,915.68428,0.404242424
1.61082689,915.68428,0.404242424
1.61166022,915.68428,0.404242424
1.61249355,915.68428,0.404242424
1.61332688,915.68428,0.404242424
1.61416021,915.68428,0.404242424
1.61499354,915.68428,0.404242424
1.61582687,915.68428,0.404242424
1.6166602,915.68428,0.404242424
1.61749353,915.68428,0.404242424
1.61832686,915.68428,0.404242424
1.61916019,915.68428,0.404242424
1.61999352,915.68428,0.404242424
1.62082685,915.68428,0.404242424
1.62166018,915.68428,0.404242424
1.62249351,915.68428,0.404242424
1.62332684,915.68428,0.404242424
1.62416017,915.68428,0.404242424
1.6249935,915.68428,0.404242424
1.62582683,915.68428,0.404242424
1.62666016,915.68428,0.404242424
1.62749349,915.68428,0.404242424
1.62832682,905.73119,0.399848485
1.62916015,915.68428,0.404242424
1.62999348,915.68428,0.404242424
1.63082681,915.68428,0.404242424
1.63166014,915.68428,0.404242424
1.63249347,915.68428,0.404242424
1.6333268,915.68428,0.404242424
1.63416013,915.68428,0.404242424
1.63499346,915.68428,0.404242424
1.63582679,915.68428,0.404242424
1.63666012,915.68428,0.404242424
1.63749345,915.68428,0.404242424
1.63832678,915.68428,0.404242424
1.63916011,915.68428,0.404242424
1.63999344,915.68428,0.404242424
1.64082677,915.68428,0.404242424
1.6416601,915.68428,0.404242424
1.64249343,915.68428,0.404242424
1.64332676,915.68428,0.404242424
1.64416009,915.68428,0.404242424
1.64499342,915.68428,0.404242424
1.64582675,925.63737,0.408636364
1.64666008,915.68428,0.404242424
1.64749341,915.68428,0.404242424
1.64832674,915.68428,0.404242424
1.64916007,915.68428,0.404242424
1.6499934,915.68428,0.404242424
1.65082673,915.68428,0.404242424
1.65166006,915.68428,0.404242424
1.65249339,925.63737,0.408636364
1.65332672,915.68428,0.404242424
1.65416005,915.68428,0.404242424
1.65499338,915.68428,0.404242424
1.65582671,915.68428,0.404242424
1.65666004,925.63737,0.408636364
1.65749337,915.68428,0.404242424
1.6583267,915.68428,0.404242424
1.65916003,925.63737,0.408636364
1.65999336,915.68428,0.404242424
1.66082669,915.68428,0.404242424
1.66166002,915.68428,0.404242424
1.66249335,915.68428,0.404242424
1.66332668,925.63737,0.408636364
1.66416001,915.68428,0.404242424
1.66499334,915.68428,0.404242424
1.66582667,925.63737,0.408636364
1.66666,915.68428,0.404242424
1.66749333,915.68428,0.404242424
1.66832666,925.63737,0.408636364
1.66915999,915.68428,0.404242424
1.66999332,925.63737,0.408636364
1.67082665,915.68428,0.404242424
1.67165998,915.68428,0.404242424
1.67249331,915.68428,0.404242424
1.67332664,915.68428,0.404242424
1.67415997,915.68428,0.404242424
1.6749933,915.68428,0.404242424
1.67582663,915.68428,0.404242424
1.67665996,915.68428,0.404242424
1.67749329,915.68428,0.404242424
1.67832662,915.68428,0.404242424
1.67915995,915.68428,0.404242424
1.67999328,915.68428,0.404242424
1.68082661,925.63737,0.408636364
1.68165994,915.68428,0.404242424
1.68249327,915.68428,0.404242424
1.6833266,915.68428,0.404242424
1.68415993,915.68428,0.404242424
1.68499326,925.63737,0.408636364
1.68582659,915.68428,0.404242424
1.68665992,915.68428,0.404242424
1.68749325,915.68428,0.404242424
1.68832658,915.68428,0.404242424
1.68915991,915.68428,0.404242424
1.68999324,925.63737,0.408636364
1.69082657,915.68428,0.404242424
1.6916599,925.63737,0.408636364
1.69249323,925.63737,0.408636364
1.69332656,915.68428,0.404242424
1.69415989,925.63737,0.408636364
1.69499322,915.68428,0.404242424
1.69582655,915.68428,0.404242424
1.69665988,925.63737,0.408636364
1.69749321,915.68428,0.404242424
1.69832654,915.68428,0.404242424
1.69915987,925.63737,0.408636364
1.6999932,915.68428,0.404242424
1.70082653,915.68428,0.404242424
1.70165986,925.63737,0.408636364
1.70249319,915.68428,0.404242424
1.70332652,925.63737,0.408636364
1.70415985,915.68428,0.404242424
1.70499318,915.68428,0.404242424
1.70582651,925.63737,0.408636364
1.70665984,915.68428,0.404242424
1.70749317,925.63737,0.408636364
1.7083265,925.63737,0.408636364
1.70915983,915.68428,0.404242424
1.70999316,925.63737,0.408636364
1.71082649,925.63737,0.408636364
1.71165982,925.63737,0.408636364
1.71249315,925.63737,0.408636364
1.71332648,915.68428,0.404242424
1.71415981,925.63737,0.408636364
1.71499314,925.63737,0.408636364
1.71582647,925.63737,0.408636364
1.7166598,925.63737,0.408636364
1.71749313,925.63737,0.408636364
1.71832646,925.63737,0.408636364
1.71915979,925.63737,0.408636364
1.71999312,925.63737,0.408636364
1.72082645,925.63737,0.408636364
1.72165978,925.63737,0.408636364
1.72249311,915.68428,0.404242424
1.72332644,925.63737,0.408636364
1.72415977,925.63737,0.408636364
1.7249931,915.68428,0.404242424
1.72582643,925.63737,0.408636364
1.72665976,925.63737,0.408636364
1.72749309,925.63737,0.408636364
1.72832642,925.63737,0.408636364
1.72915975,915.68428,0.404242424
1.72999308,925.63737,0.408636364
1.73082641,915.68428,0.404242424
1.73165974,925.63737,0.408636364
1.73249307,925.63737,0.408636364
1.7333264,925.63737,0.408636364
1.73415973,925.63737,0.408636364
1.73499306,915.68428,0.404242424
1.73582639,925.63737,0.408636364
1.73665972,925.63737,0.408636364
1.73749305,925.63737,0.408636364
1.73832638,925.63737,0.408636364
1.73915971,915.68428,0.404242424
1.73999304,925.63737,0.408636364
1.74082637,925.63737,0.408636364
1.7416597,925.63737,0.408636364
1.74249303,935.59046,0.413030303
1.74332636,925.63737,0.408636364
1.74415969,915.68428,0.404242424
1.74499302,925.63737,0.408636364
1.74582635,925.63737,0.408636364
1.74665968,925.63737,0.408636364
1.74749301,925.63737,0.408636364
1.74832634,915.68428,0.404242424
1.74915967,925.63737,0.408636364
1.749993,925.63737,0.408636364
1.75082633,925.63737,0.408636364
1.75165966,925.63737,0.408636364
1.75249299,925.63737,0.408636364
1.75332632,925.63737,0.408636364
1.75415965,925.63737,0.408636364
1.75499298,925.63737,0.408636364
1.75582631,925.63737,0.408636364
1.75665964,925.63737,0.408636364
1.75749297,925.63737,0.408636364
1.7583263,935.59046,0.413030303
1.75915963,935.59046,0.413030303
1.75999296,925.63737,0.408636364
1.76082629,935.59046,0.413030303
1.76165962,925.63737,0.408636364
1.76249295,925.63737,0.408636364
1.76332628,935.59046,0.413030303
1.76415961,925.63737,0.408636364
1.76499294,925.63737,0.408636364
1.76582627,925.63737,0.408636364
1.7666596,925.63737,0.408636364
1.76749293,935.59046,0.413030303
1.76832626,925.63737,0.408636364
1.76915959,925.63737,0.408636364
1.76999292,925.63737,0.408636364
1.77082625,925.63737,0.408636364
1.77165958,925.63737,0.408636364
1.77249291,925.63737,0.408636364
1.77332624,925.63737,0.408636364
1.77415957,925.63737,0.408636364
1.7749929,935.59046,0.413030303
1.77582623,965.44973,0.426212121
1.77665956,915.68428,0.404242424
1.77749289,915.68428,0.404242424
1.77832622,945.54355,0.417424242
1.77915955,905.73119,0.399848485
1.77999288,915.68428,0.404242424
1.78082621,945.54355,0.417424242
1.78165954,915.68428,0.404242424
1.78249287,915.68428,0.404242424
1.7833262,955.49664,0.421818182
1.78415953,915.68428,0.404242424
1.78499286,935.59046,0.413030303
1.78582619,945.54355,0.417424242
1.78665952,905.73119,0.399848485
1.78749285,935.59046,0.413030303
1.78832618,935.59046,0.413030303
1.78915951,915.68428,0.404242424
1.78999284,945.54355,0.417424242
1.79082617,935.59046,0.413030303
1.7916595,925.63737,0.408636364
1.79249283,925.63737,0.408636364
1.79332616,925.63737,0.408636364
1.79415949,925.63737,0.408636364
1.79499282,935.59046,0.413030303
1.79582615,925.63737,0.408636364
1.79665948,935.59046,0.413030303
1.79749281,935.59046,0.413030303
1.79832614,935.59046,0.413030303
1.79915947,925.63737,0.408636364
1.7999928,925.63737,0.408636364
1.80082613,925.63737,0.408636364
1.80165946,925.63737,0.408636364
1.80249279,935.59046,0.413030303
1.80332612,935.59046,0.413030303
1.80415945,935.59046,0.413030303
1.80499278,935.59046,0.413030303
1.80582611,925.63737,0.408636364
1.80665944,925.63737,0.408636364
1.80749277,935.59046,0.413030303
1.8083261,925.63737,0.408636364
1.80915943,925.63737,0.408636364
1.80999276,935.59046,0.413030303
1.81082609,935.59046,0.413030303
1.81165942,935.59046,0.413030303
1.81249275,925.63737,0.408636364
1.81332608,925.63737,0.408636364
1.81415941,935.59046,0.413030303
1.81499274,935.59046,0.413030303
1.81582607,935.59046,0.413030303
1.8166594,935.59046,0.413030303
1.81749273,935.59046,0.413030303
1.81832606,935.59046,0.413030303
1.81915939,935.59046,0.413030303
1.81999272,935.59046,0.413030303
1.82082605,925.63737,0.408636364
1.82165938,935.59046,0.413030303
1.82249271,935.59046,0.413030303
1.82332604,935.59046,0.413030303
1.82415937,935.59046,0.413030303
1.8249927,935.59046,0.413030303
1.82582603,935.59046,0.413030303
1.82665936,935.59046,0.413030303
1.82749269,935.59046,0.413030303
1.82832602,935.59046,0.413030303
1.82915935,935.59046,0.413030303
1.82999268,935.59046,0.413030303
1.83082601,935.59046,0.413030303
1.83165934,935.59046,0.413030303
1.83249267,935.59046,0.413030303
1.833326,935.59046,0.413030303
1.83415933,935.59046,0.413030303
1.83499266,935.59046,0.413030303
1.83582599,935.59046,0.413030303
1.83665932,935.59046,0.413030303
1.83749265,935.59046,0.413030303
1.83832598,945.54355,0.417424242
1.83915931,935.59046,0.413030303
1.83999264,935.59046,0.413030303
1.84082597,935.59046,0.413030303
1.8416593,935.59046,0.413030303
1.84249263,935.59046,0.413030303
1.84332596,935.59046,0.413030303
1.84415929,935.59046,0.413030303
1.84499262,935.59046,0.413030303
1.84582595,935.59046,0.413030303
1.84665928,935.59046,0.413030303
1.84749261,935.59046,0.413030303
1.84832594,935.59046,0.413030303
