timea	dac1	dac2	dac3	dac3
112.56	-0.049768697	-0.053547636	-0.064640842	-0.0608619
112.59	-0.049561065	-0.053376064	-0.064577237	-0.060762238
112.62	-0.049526405	-0.053357437	-0.06460657	-0.060775537
112.65	-0.049321808	-0.053188652	-0.064544961	-0.060678121
112.68	-0.049287133	-0.053169798	-0.064573437	-0.060690772
112.71	-0.049081452	-0.052999731	-0.06451001	-0.060591727
112.74	-0.049048681	-0.052982535	-0.064539373	-0.060605522
112.77	-0.048844129	-0.052813374	-0.064476147	-0.060506899
112.8	-0.048673417	-0.052662231	-0.064383626	-0.060394816
112.83	-0.048607636	-0.052627388	-0.064441293	-0.060421541
112.86	-0.048438068	-0.052477378	-0.06434983	-0.060310524
112.89	-0.048234649	-0.052308656	-0.06428498	-0.060210973
112.92	-0.048201643	-0.052291006	-0.064313248	-0.060223885
112.95	-0.048001271	-0.052125059	-0.064250275	-0.060126487
112.98	-0.047968253	-0.052107174	-0.064277641	-0.060138717
113.01	-0.04776682	-0.051939934	-0.064212732	-0.060039617
113.04	-0.047735702	-0.051923692	-0.064240925	-0.060052939
113.07	-0.047535401	-0.051757336	-0.064176105	-0.05995417
113.1	-0.04736729	-0.051608045	-0.064083174	-0.059842423
113.13	-0.047304828	-0.051575076	-0.064138323	-0.059868075
113.16	-0.04713786	-0.051426902	-0.064046383	-0.059757341
113.19	-0.04693871	-0.051260944	-0.063979723	-0.059657484
113.22	-0.046907365	-0.051244214	-0.064006649	-0.059669796
113.25	-0.046711259	-0.051081002	-0.063941747	-0.059572008
113.28	-0.046679903	-0.051064026	-0.06396772	-0.059583597
113.31	-0.046482749	-0.050899506	-0.063900791	-0.059484031
113.34	-0.046453286	-0.05088415	-0.063927539	-0.059496675
113.37	-0.046257272	-0.050720494	-0.063860588	-0.059397366
113.4	-0.046091788	-0.050573014	-0.063766994	-0.059285767
113.43	-0.046032649	-0.050541796	-0.063819095	-0.059309948
113.46	-0.045868315	-0.050395425	-0.063726433	-0.059199326
113.49	-0.045673475	-0.050232142	-0.063657477	-0.059098814
113.52	-0.045643803	-0.05021628	-0.063682817	-0.059110336
113.55	-0.045452006	-0.050055716	-0.063615523	-0.059011817
113.58	-0.045422327	-0.050039597	-0.063639872	-0.059022598
113.61	-0.045228593	-0.049876794	-0.063569494	-0.058921292
113.64	-0.045199841	-0.049861304	-0.063593559	-0.058932099
113.67	-0.045006074	-0.049698137	-0.063521832	-0.058829769
113.7	-0.044842172	-0.049551331	-0.063426211	-0.058717053
113.73	-0.044784125	-0.049519442	-0.063472427	-0.05873711
113.76	-0.044621386	-0.049373731	-0.063377686	-0.058625337
113.79	-0.044428829	-0.049210899	-0.063303798	-0.058521733
113.82	-0.044399865	-0.049194828	-0.063326277	-0.058531314
113.85	-0.044210698	-0.049035024	-0.063254327	-0.058430001
113.88	-0.044181906	-0.049018871	-0.063275971	-0.058439005
113.91	-0.043992121	-0.04885814	-0.06320224	-0.058336224
113.94	-0.043965396	-0.04884376	-0.063224778	-0.058346417
113.97	-0.043777157	-0.048684251	-0.063151278	-0.058244187
114	-0.043616693	-0.048539929	-0.063055366	-0.058132131
114.03	-0.043563597	-0.048511166	-0.063099369	-0.0581518
114.06	-0.043404471	-0.048368119	-0.063004471	-0.058040831
114.09	-0.043218106	-0.048209608	-0.062929407	-0.057937905
114.12	-0.04319169	-0.04819518	-0.062950812	-0.057947319
114.15	-0.043008618	-0.048039608	-0.062877521	-0.057846531
114.18	-0.042982306	-0.048025027	-0.062898003	-0.057855282
114.21	-0.042798456	-0.047868364	-0.062822722	-0.05775281
114.24	-0.0427741	-0.047855444	-0.062843964	-0.057762615
114.27	-0.042591579	-0.047699787	-0.062768631	-0.057660427
114.3	-0.042434454	-0.047557849	-0.062672198	-0.057548802
114.33	-0.042385779	-0.047531679	-0.062713198	-0.057567302
114.36	-0.042229891	-0.047390901	-0.062617637	-0.057456624
114.39	-0.042048827	-0.047235817	-0.062540226	-0.05735324
114.42	-0.042024478	-0.047222532	-0.06255994	-0.05736189
114.45	-0.041846521	-0.047070179	-0.062484067	-0.057260409
114.48	-0.041822191	-0.047056653	-0.062502757	-0.057268299
114.51	-0.04164331	-0.046903055	-0.062424701	-0.057164956
114.54	-0.041620851	-0.046891104	-0.062444057	-0.057173803
114.57	-0.041443177	-0.046738371	-0.062365778	-0.057070579
114.6	-0.041288991	-0.04659839	-0.062268287	-0.056958888
114.63	-0.041243955	-0.046573978	-0.062305283	-0.05697526
114.66	-0.041090969	-0.046435107	-0.062208589	-0.056864452
114.69	-0.040914569	-0.046282742	-0.062127981	-0.056759808
114.72	-0.04089199	-0.046270274	-0.062145598	-0.056767318
114.75	-0.040718626	-0.046120558	-0.06206641	-0.056664478
114.78	-0.040696032	-0.04610781	-0.062082969	-0.056671191
114.81	-0.040521719	-0.045956809	-0.062001526	-0.056566436
114.84	-0.040500961	-0.045945596	-0.062018711	-0.056574073
114.87	-0.040327825	-0.045795415	-0.061936978	-0.056469385
114.9	-0.040176466	-0.045657244	-0.061838228	-0.056357451
114.93	-0.04013481	-0.045634262	-0.061870787	-0.056371335
114.96	-0.039984647	-0.04549719	-0.061772805	-0.056260262
114.99	-0.039812759	-0.045347337	-0.061688684	-0.05615411
115.02	-0.039791871	-0.045335568	-0.061704051	-0.056160353
115.05	-0.039622176	-0.045187484	-0.061620403	-0.056055091
115.08	-0.039600663	-0.045174811	-0.061634045	-0.056059897
115.11	-0.039429575	-0.045024965	-0.061547626	-0.055952236
115.14	-0.039409809	-0.045013729	-0.061561797	-0.055957876
115.17	-0.039239842	-0.044864621	-0.06147499	-0.055850212
115.2	-0.039090678	-0.044727568	-0.061374225	-0.055737335
115.23	-0.039051123	-0.044704624	-0.061400827	-0.05574733
115.26	-0.038903262	-0.044568762	-0.061300915	-0.055635415
115.29	-0.038734905	-0.044420309	-0.061212067	-0.055526663
115.32	-0.038715236	-0.04440872	-0.061224613	-0.055531129
115.35	-0.038550127	-0.044263106	-0.061137363	-0.055424385
115.38	-0.038530555	-0.044251345	-0.061148971	-0.055428177
115.41	-0.038364761	-0.044104695	-0.061059702	-0.055319767
115.44	-0.038347099	-0.044094548	-0.061072025	-0.055324577
115.47	-0.038182694	-0.043948919	-0.060982659	-0.055216435
115.5	-0.038036954	-0.043814223	-0.060881164	-0.055103894
115.53	-0.038001791	-0.043793648	-0.060904246	-0.055112384
115.56	-0.037857339	-0.043660138	-0.060803577	-0.055000775
115.59	-0.037694532	-0.043515183	-0.060712181	-0.054891534
115.62	-0.037677001	-0.043504726	-0.060722902	-0.054895181
115.65	-0.037517313	-0.043362483	-0.06063297	-0.0547878
115.68	-0.037499804	-0.043351792	-0.060642693	-0.054790709
115.71	-0.037339304	-0.043208387	-0.060550611	-0.054681528
115.74	-0.03732362	-0.043199226	-0.060560975	-0.054685369
115.77	-0.037164368	-0.043056704	-0.060468648	-0.054576311
115.8	-0.037021786	-0.042924128	-0.060366165	-0.054463826
115.83	-0.036990386	-0.042905334	-0.060385123	-0.054470174
115.86	-0.036849033	-0.04277388	-0.060283393	-0.054358549
115.89	-0.036691129	-0.04263179	-0.060188815	-0.054248154
115.92	-0.036675401	-0.042622142	-0.060197387	-0.054250646
115.95	-0.036520496	-0.042482648	-0.060104154	-0.054142002
115.98	-0.036504742	-0.04247272	-0.06011169	-0.054143712
116.01	-0.036348954	-0.042331994	-0.060016237	-0.054033197
116.04	-0.036334962	-0.042323537	-0.060024373	-0.054035798
116.07	-0.036180351	-0.042183619	-0.059928611	-0.053925343
116.1	-0.036040708	-0.04205294	-0.05982494	-0.053812709
116.13	-0.036012609	-0.042035464	-0.059839346	-0.053816494
116.16	-0.035874173	-0.041905876	-0.059736397	-0.053704694
116.19	-0.03572081	-0.04176629	-0.059638321	-0.053592842
116.22	-0.035706699	-0.041757271	-0.059644591	-0.053594023
116.25	-0.035556279	-0.041620225	-0.059547819	-0.053483874
116.28	-0.035542123	-0.041610904	-0.05955305	-0.053484272
116.31	-0.035390809	-0.04147261	-0.059454057	-0.053372256
116.34	-0.035378382	-0.041464727	-0.059459873	-0.053373527
116.37	-0.035228223	-0.041327223	-0.05936056	-0.053261559
116.4	-0.035091452	-0.041198369	-0.059255671	-0.053148754
116.43	-0.035065785	-0.041181322	-0.059264671	-0.053149138
116.46	-0.03492973	-0.041053049	-0.059159953	-0.053036634
116.49	-0.034779742	-0.040914759	-0.05905718	-0.052922163
116.52	-0.034766637	-0.040905721	-0.059060507	-0.052921422
116.55	-0.03461951	-0.040769875	-0.058958963	-0.052808598
116.58	-0.034606352	-0.040760528	-0.058961265	-0.052807093
116.61	-0.03445844	-0.040623531	-0.058857627	-0.052692536
116.64	-0.034447059	-0.040615674	-0.058860593	-0.052691977
116.67	-0.034300461	-0.040479623	-0.058756828	-0.052577667
116.7	-0.034166206	-0.040352207	-0.058650363	-0.052464362
116.73	-0.034143578	-0.040336173	-0.058654729	-0.052462138
116.76	-0.034010623	-0.040209938	-0.05854908	-0.052349765
116.79	-0.033865616	-0.040074579	-0.058443502	-0.052234538
116.82	-0.033854369	-0.040066406	-0.058444899	-0.052232865
116.85	-0.033712417	-0.039933704	-0.058340792	-0.052119505
116.88	-0.033701178	-0.0399253	-0.058341268	-0.052117147
116.91	-0.033558484	-0.039791517	-0.05823515	-0.052002121
116.94	-0.033548985	-0.039784573	-0.058236279	-0.05200069
116.97	-0.033407535	-0.039651681	-0.058129992	-0.051885847
117	-0.033276524	-0.039526492	-0.058022853	-0.051772881
117.03	-0.033257514	-0.039512161	-0.058023423	-0.051768776
117.06	-0.03312774	-0.039388098	-0.057917036	-0.051656675
117.09	-0.032987632	-0.039255686	-0.057808772	-0.051540717
117.12	-0.032978099	-0.039248277	-0.057808194	-0.051538017
117.15	-0.032840889	-0.039118379	-0.057701278	-0.051423788
117.18	-0.0328313	-0.039110679	-0.057699736	-0.051420357
117.21	-0.032693248	-0.038979605	-0.057590734	-0.051304378
117.24	-0.032685313	-0.038973294	-0.057589795	-0.051301815
117.27	-0.03254839	-0.038843006	-0.05748054	-0.051185928
117.3	-0.032420326	-0.038719781	-0.057372518	-0.051073063
117.33	-0.032404311	-0.038706582	-0.057368848	-0.051066574
117.36	-0.032277443	-0.038584441	-0.057261534	-0.050954536
117.39	-0.032141682	-0.038454469	-0.057150215	-0.050837431
117.42	-0.032133594	-0.038447574	-0.057147481	-0.050833497
117.45	-0.032000646	-0.038320038	-0.057037458	-0.050718062
117.48	-0.031992458	-0.038312823	-0.057033751	-0.050713386
117.51	-0.03185863	-0.038184077	-0.056921635	-0.050596192
117.54	-0.031852052	-0.038178205	-0.056918517	-0.050592363
117.57	-0.031719305	-0.038050201	-0.056806136	-0.050475243
117.6	-0.031594049	-0.037928816	-0.05669719	-0.050362423
117.63	-0.03158069	-0.037916452	-0.056689143	-0.050353382
117.66	-0.03145662	-0.037796132	-0.056580894	-0.050241377
117.69	-0.031324971	-0.0376684	-0.056466486	-0.050123058
117.72	-0.031318191	-0.037661906	-0.056461561	-0.05011785
117.75	-0.031188965	-0.037536204	-0.056348033	-0.050000794
117.78	-0.031181706	-0.037528992	-0.056341734	-0.04999445
117.81	-0.031051138	-0.037401602	-0.056225628	-0.049875166
117.84	-0.031045394	-0.037395641	-0.056219846	-0.049869597
117.87	-0.030915832	-0.037268911	-0.056103416	-0.049750343
117.9	-0.030792927	-0.037148889	-0.055993117	-0.049637154
117.93	-0.030781254	-0.037136357	-0.055979796	-0.049624696
117.96	-0.030659582	-0.037017453	-0.055870254	-0.049512386
117.99	-0.03053128	-0.036891155	-0.055752076	-0.049392201
118.02	-0.030525437	-0.036884669	-0.055744637	-0.049385406
118.05	-0.030400004	-0.036760878	-0.055627912	-0.049267035
118.08	-0.030394111	-0.036754128	-0.05561962	-0.049259603
118.11	-0.030267945	-0.036629289	-0.055501036	-0.04913969
118.14	-0.030263657	-0.036623903	-0.055493414	-0.049133167
118.17	-0.030138664	-0.036499918	-0.055374753	-0.049013499
118.2	-0.030018838	-0.036382049	-0.055264052	-0.048900843
118.23	-0.030010205	-0.036370818	-0.055247255	-0.048886638
118.26	-0.029891597	-0.03625406	-0.05513731	-0.048774846
118.29	-0.029767841	-0.036130544	-0.055017013	-0.04865431
118.32	-0.029763475	-0.03612468	-0.055007819	-0.04864661
118.35	-0.02964247	-0.036003575	-0.054888897	-0.048527792
118.38	-0.029637996	-0.035997402	-0.054878831	-0.048519425
118.41	-0.029516168	-0.035875175	-0.054758009	-0.048399001
118.44	-0.029513218	-0.035870295	-0.054748565	-0.048391487
118.47	-0.029392447	-0.035748821	-0.05462759	-0.048271216
118.5	-0.029275488	-0.035632942	-0.054516409	-0.048158959
118.53	-0.029269382	-0.035622597	-0.054495871	-0.048142657
118.56	-0.029153595	-0.035507783	-0.054385405	-0.048031218
118.59	-0.02903386	-0.035386607	-0.054262709	-0.047909964
118.62	-0.029030694	-0.035381131	-0.054251604	-0.047901168
118.65	-0.028913602	-0.035262268	-0.054130223	-0.047781557
118.68	-0.028910285	-0.035256449	-0.054118242	-0.04777208
118.71	-0.028792318	-0.035136417	-0.053994942	-0.047650844
118.74	-0.028790466	-0.035131842	-0.053983565	-0.04764219
118.77	-0.028673489	-0.03501251	-0.053860094	-0.047521077
118.8	-0.028559212	-0.03489846	-0.053748373	-0.047409125
118.83	-0.028555229	-0.034888659	-0.053723946	-0.047390513
118.86	-0.028442096	-0.034775652	-0.053612918	-0.047279362
118.89	-0.028326059	-0.034656547	-0.053487752	-0.047157265
118.92	-0.028323928	-0.03465132	-0.053474706	-0.047147311
118.95	-0.028210469	-0.034534469	-0.053350836	-0.047026835
118.98	-0.028208163	-0.034528885	-0.053336926	-0.047016203
119.01	-0.028093817	-0.034410868	-0.053211182	-0.046894129
119.04	-0.028092911	-0.034406468	-0.053197838	-0.04688428
119.07	-0.027979281	-0.034288868	-0.053071652	-0.04676206
119.1	-0.027867462	-0.03417645	-0.052959271	-0.046650283
119.13	-0.02786508	-0.034166701	-0.052930634	-0.046629012
119.16	-0.027754387	-0.0340553	-0.052818935	-0.04651802
119.19	-0.027641583	-0.03393783	-0.052691042	-0.046394795
119.22	-0.02764024	-0.033932623	-0.052675907	-0.046383526
119.25	-0.027530007	-0.033817407	-0.052549355	-0.046261955
119.28	-0.027528502	-0.03381186	-0.052533407	-0.046250053
119.31	-0.027417438	-0.033695545	-0.052405089	-0.046126984
119.34	-0.027417351	-0.033691209	-0.052389782	-0.046115924
119.37	-0.027307283	-0.033575617	-0.052261397	-0.045993067
119.4	-0.027198121	-0.033465058	-0.05214873	-0.045881793
119.43	-0.027197706	-0.0334558	-0.052116603	-0.04585851
119.46	-0.027089698	-0.033346292	-0.052004661	-0.045748066
119.49	-0.026980599	-0.03323102	-0.051874883	-0.045624461
119.52	-0.026980266	-0.033226099	-0.051858064	-0.045612235
119.55	-0.026873697	-0.033113059	-0.051729646	-0.045490284
119.58	-0.026873181	-0.033107791	-0.05171204	-0.045477431
119.61	-0.026765764	-0.032993652	-0.051581889	-0.045354001
119.64	-0.026766615	-0.032989554	-0.051564913	-0.045341972
119.67	-0.026660139	-0.0328761	-0.051434692	-0.045218732
119.7	-0.026553608	-0.032767426	-0.051321864	-0.04510805
119.73	-0.026555004	-0.032758601	-0.051286396	-0.045082796
119.76	-0.026449598	-0.032650955	-0.051174279	-0.044972919
119.79	-0.026343981	-0.032537751	-0.051042687	-0.044848919
119.82	-0.026344519	-0.03253302	-0.051024191	-0.044835694
119.85	-0.026241351	-0.03242198	-0.050893929	-0.0447133
119.88	-0.026241679	-0.032416884	-0.050874662	-0.044699453
119.91	-0.026137635	-0.032304734	-0.05074269	-0.044575591
119.94	-0.02613928	-0.032300774	-0.050724044	-0.044562548
119.97	-0.02603613	-0.032189272	-0.050592009	-0.044438869
120	-0.025932118	-0.032082409	-0.050479054	-0.044328768
120.03	-0.02593505	-0.032073822	-0.050440252	-0.04430148
120.06	-0.025832145	-0.031967971	-0.050328001	-0.044192176
120.09	-0.025729779	-0.031856678	-0.050194658	-0.044067759
120.12	-0.025731068	-0.031852052	-0.050174508	-0.044053521
120.15	-0.025631092	-0.031742882	-0.050042484	-0.043930698
120.18	-0.02563215	-0.031737883	-0.050021581	-0.043915849
120.21	-0.025531296	-0.031627607	-0.049887899	-0.043791585
120.24	-0.025533628	-0.031623714	-0.049867619	-0.043777533
120.27	-0.025433633	-0.031514063	-0.049733888	-0.043653458
120.3	-0.025331996	-0.031408895	-0.049620774	-0.043543875
120.33	-0.025335496	-0.0313996	-0.049577791	-0.043513689
120.36	-0.025234554	-0.031295009	-0.049464911	-0.043404456
120.39	-0.025134299	-0.031184478	-0.04932873	-0.043278549
120.42	-0.025135733	-0.031179348	-0.049306341	-0.043262724
120.45	-0.025037788	-0.031070853	-0.049171433	-0.04313837
120.48	-0.025038997	-0.031065358	-0.04914834	-0.043121975
120.51	-0.024940291	-0.030955879	-0.049011949	-0.042996362
120.54	-0.024942813	-0.030951532	-0.048989564	-0.042980842
120.57	-0.02484512	-0.030842841	-0.048853345	-0.042855624
120.6	-0.024745651	-0.030739155	-0.048739977	-0.042746477
120.63	-0.024750568	-0.030730056	-0.048694078	-0.042714592
120.66	-0.024652274	-0.030627457	-0.048581515	-0.042606331
120.69	-0.02455564	-0.03051932	-0.048444573	-0.042480893
120.72	-0.024558028	-0.030514566	-0.048421055	-0.042464517
120.75	-0.024463836	-0.030408636	-0.048285611	-0.042340811
120.78	-0.024466038	-0.030403577	-0.048261475	-0.042323936
120.81	-0.024371101	-0.030296711	-0.048124615	-0.042199008
120.84	-0.024374556	-0.030292761	-0.048101176	-0.042182971
120.87	-0.024280535	-0.030186614	-0.047964443	-0.042058364
120.9	-0.024183782	-0.030085061	-0.047851622	-0.041950341
120.93	-0.024190407	-0.030076629	-0.047803499	-0.041917276
120.96	-0.024094757	-0.0299761	-0.047691412	-0.041810073
120.99	-0.024001531	-0.029870294	-0.0475538	-0.041685037
121.02	-0.024004679	-0.029865792	-0.047529101	-0.041667987
121.05	-0.02391373	-0.029762046	-0.04739286	-0.041544542
121.08	-0.023916624	-0.029757183	-0.047367506	-0.041526947
121.11	-0.023824831	-0.029652417	-0.047229793	-0.04140221
121.14	-0.023828894	-0.029648585	-0.047205087	-0.041385394
121.17	-0.023737904	-0.029544435	-0.047067422	-0.041260887
121.2	-0.023643553	-0.029444749	-0.046954952	-0.041153759
121.23	-0.023651261	-0.029436434	-0.04690421	-0.041119035
121.26	-0.023557968	-0.029337727	-0.046792436	-0.041012678
121.29	-0.023467597	-0.029233769	-0.046653833	-0.040887661
121.32	-0.023471236	-0.029229281	-0.046627797	-0.04086975
121.35	-0.023383042	-0.029127294	-0.046490517	-0.040746264
121.38	-0.023386395	-0.02912242	-0.046463832	-0.040727805
121.41	-0.023297327	-0.029019391	-0.046325091	-0.040603027
121.44	-0.023301793	-0.029015504	-0.046299037	-0.040585328
121.47	-0.023213474	-0.028913049	-0.046160344	-0.040460769
121.5	-0.023121377	-0.028815104	-0.046048209	-0.040354487
121.53	-0.023129698	-0.028806482	-0.045994584	-0.0403178
121.56	-0.023038372	-0.028709212	-0.045882806	-0.040211964
121.59	-0.022949979	-0.028606234	-0.045742452	-0.040086199
121.62	-0.022953648	-0.028601302	-0.045714669	-0.040067013
121.65	-0.022867326	-0.028500183	-0.045575555	-0.0399427
121.68	-0.022870682	-0.028494839	-0.045547131	-0.039922975
121.71	-0.022783522	-0.028392715	-0.045406647	-0.039797451
121.74	-0.022787992	-0.028388366	-0.045378897	-0.039778527
121.77	-0.022701664	-0.028286908	-0.04523861	-0.039653365
121.8	-0.022611538	-0.028190413	-0.045126587	-0.039547712
121.83	-0.022620184	-0.02818121	-0.04507003	-0.039509002
121.86	-0.022531152	-0.028085737	-0.044958767	-0.03940418
121.89	-0.022445597	-0.027984688	-0.044817992	-0.039278898
121.92	-0.022449778	-0.027979845	-0.044789191	-0.039259125
121.95	-0.022366412	-0.027880808	-0.044649869	-0.039135471
121.98	-0.022370335	-0.027875628	-0.044620536	-0.039115243
122.01	-0.022286206	-0.027775694	-0.044479981	-0.038990494
122.04	-0.022291211	-0.027771493	-0.044451341	-0.038971055
122.07	-0.022207871	-0.027672207	-0.044310983	-0.038846649
122.1	-0.022120176	-0.027577717	-0.044199798	-0.038742259
122.13	-0.022129808	-0.027568761	-0.044141419	-0.038702466
122.16	-0.022043159	-0.027475253	-0.044030949	-0.038598858
122.19	-0.021960428	-0.027376261	-0.043890059	-0.038474228
122.22	-0.021965042	-0.027371494	-0.043860309	-0.038453858
122.25	-0.021884376	-0.027274407	-0.043720786	-0.038330756
122.28	-0.021888684	-0.027269268	-0.043690495	-0.038309909
122.31	-0.021807194	-0.027171237	-0.043549716	-0.038185675
122.34	-0.021812513	-0.027167019	-0.043520078	-0.038165573
122.37	-0.021731729	-0.027069563	-0.043379452	-0.038041618
122.4	-0.02164625	-0.026976908	-0.043269005	-0.037938345
122.43	-0.021656422	-0.026967842	-0.04320858	-0.037897162
122.46	-0.021571955	-0.026876133	-0.043098819	-0.037794642
122.49	-0.021491647	-0.026778869	-0.042957634	-0.037670411
122.52	-0.021496497	-0.026774021	-0.042926852	-0.03764933
122.55	-0.021418169	-0.026678588	-0.042786993	-0.037526574
122.58	-0.021422686	-0.026673349	-0.042755675	-0.037505016
122.61	-0.02134352	-0.026576964	-0.042614583	-0.037381139
122.64	-0.021349	-0.026572606	-0.042583909	-0.037360303
122.67	-0.021270493	-0.026476765	-0.042442966	-0.037236698
122.7	-0.021187115	-0.026385857	-0.042333256	-0.037134513
122.73	-0.021197431	-0.026376324	-0.042270567	-0.037091672
122.76	-0.02111478	-0.026286062	-0.042161193	-0.036989912
122.79	-0.02103607	-0.026189709	-0.042018954	-0.036865316
122.82	-0.021040723	-0.026184339	-0.041986722	-0.036843106
122.85	-0.020963889	-0.026089706	-0.041845717	-0.0367199
122.88	-0.020968186	-0.026083924	-0.04181296	-0.03669722
122.91	-0.020890549	-0.025988376	-0.041670796	-0.03657297
122.94	-0.020895807	-0.025983479	-0.041638725	-0.036551051
122.97	-0.020818917	-0.025888566	-0.041496854	-0.036427204
123	-0.020737357	-0.025799112	-0.041387629	-0.036325872
123.03	-0.020747546	-0.025788851	-0.041322589	-0.036281288
123.06	-0.020667035	-0.025700383	-0.041214105	-0.036180757
123.09	-0.020590784	-0.025605885	-0.041072108	-0.036057007
123.12	-0.020595722	-0.02560053	-0.04103915	-0.036034342
123.15	-0.020521462	-0.025507903	-0.040898588	-0.035912149
123.18	-0.020526098	-0.02550221	-0.040865209	-0.035889097
123.21	-0.020451117	-0.025408776	-0.040723626	-0.035765965
123.24	-0.020456683	-0.025403954	-0.040690936	-0.035743665
123.27	-0.020382404	-0.025311133	-0.040549636	-0.035620905
123.3	-0.020303121	-0.025223678	-0.040441595	-0.035521038
123.33	-0.02031385	-0.025213514	-0.040375281	-0.035475615
123.36	-0.02023557	-0.025127005	-0.040267933	-0.0353765
123.39	-0.020161768	-0.02503448	-0.040126428	-0.035253715
123.42	-0.020166917	-0.025029128	-0.040092785	-0.035230577
123.45	-0.020094985	-0.024938365	-0.039952621	-0.035109241
123.48	-0.020099789	-0.02493264	-0.039918542	-0.035085689
123.51	-0.020027075	-0.024841022	-0.039777316	-0.034963369
123.54	-0.020032741	-0.024836108	-0.039743889	-0.034940522
123.57	-0.019960646	-0.02474503	-0.039602891	-0.034818508
123.6	-0.01988343	-0.024659397	-0.039495908	-0.03471994
123.63	-0.019894268	-0.024648974	-0.039428055	-0.034673348
123.66	-0.019818019	-0.024564253	-0.039321728	-0.034575496
123.69	-0.019746277	-0.024473371	-0.039180491	-0.034453396
123.72	-0.019751452	-0.024467861	-0.039146062	-0.034429654
123.75	-0.019681502	-0.02437867	-0.039006118	-0.034308951
123.78	-0.019686306	-0.024372771	-0.03897126	-0.034284797
123.81	-0.019615564	-0.024282724	-0.038830277	-0.034163117
123.84	-0.019621184	-0.024277596	-0.038796056	-0.034139644
123.87	-0.019551028	-0.024188062	-0.0386553	-0.034018263
123.9	-0.019475736	-0.024104126	-0.038549293	-0.033920903
123.93	-0.019485997	-0.024092762	-0.038479261	-0.0338725
123.96	-0.019411422	-0.024009472	-0.038373608	-0.033775561
123.99	-0.019340994	-0.023919472	-0.038231894	-0.033653416
124.02	-0.019345799	-0.023913404	-0.038196281	-0.03362868
124.05	-0.019277096	-0.023825025	-0.038055815	-0.033507884
124.08	-0.019281536	-0.023818571	-0.038019806	-0.033482768
124.11	-0.019212123	-0.023729425	-0.037878424	-0.033361122
124.14	-0.019217385	-0.023723757	-0.037843104	-0.033336733
124.17	-0.019148644	-0.023635216	-0.037702084	-0.033215512
124.2	-0.019075146	-0.023552848	-0.037597001	-0.033119295
124.23	-0.019085323	-0.023541084	-0.037525591	-0.03306983
124.26	-0.019012826	-0.023459667	-0.037421208	-0.032974366
124.29	-0.018944595	-0.023371534	-0.037280336	-0.032853395
124.32	-0.018949511	-0.023365442	-0.037244245	-0.032828316
124.35	-0.01888307	-0.023279022	-0.037104744	-0.03270879
124.38	-0.018887645	-0.023272587	-0.037068322	-0.03268338
124.41	-0.01882052	-0.023185447	-0.036927965	-0.032563038
124.44	-0.018825874	-0.023179766	-0.036892213	-0.032538321
124.47	-0.018759366	-0.023093196	-0.036752183	-0.032418355
124.5	-0.018687984	-0.023012795	-0.036648527	-0.032323718
124.53	-0.018698264	-0.023000943	-0.036576193	-0.032273512
124.56	-0.018627839	-0.02292145	-0.036473185	-0.032179572
124.59	-0.018561691	-0.022835171	-0.036333211	-0.032059733
124.62	-0.01856661	-0.022828994	-0.036296614	-0.032034229
124.65	-0.01850214	-0.022744328	-0.036157921	-0.031915735
124.68	-0.01850668	-0.022737777	-0.036120977	-0.031889878
124.71	-0.018441483	-0.022652354	-0.035981402	-0.031770527
124.74	-0.018446736	-0.022646502	-0.035945091	-0.031745326
124.77	-0.018382087	-0.022561589	-0.035805792	-0.031626288
124.8	-0.01831264	-0.022482997	-0.035703432	-0.031533077
124.83	-0.018322662	-0.022470748	-0.035629928	-0.03148184
124.86	-0.018254142	-0.022393037	-0.035528183	-0.031389289
124.89	-0.018189752	-0.022308331	-0.035388913	-0.031270333
124.92	-0.018194521	-0.022301937	-0.035351712	-0.031244297
124.95	-0.018131737	-0.022218779	-0.035213672	-0.03112663
124.98	-0.018136106	-0.022211999	-0.035176136	-0.031100243
125.01	-0.018072594	-0.022128088	-0.035037231	-0.030981736
125.04	-0.018077638	-0.022121971	-0.035000313	-0.03095598
125.07	-0.018014474	-0.022038363	-0.034861457	-0.030837566
125.1	-0.017946748	-0.021961376	-0.034760222	-0.030745592
125.13	-0.017956067	-0.021948302	-0.034685161	-0.030692928
125.16	-0.017889246	-0.021872168	-0.034584504	-0.030601583
125.19	-0.0178262	-0.021788631	-0.03444558	-0.030483149
125.22	-0.017830614	-0.021781819	-0.034407608	-0.030456405
125.25	-0.017769158	-0.021699818	-0.034269929	-0.030339269
125.28	-0.017773187	-0.021692641	-0.034231666	-0.030312212
125.31	-0.017711068	-0.02160996	-0.03409322	-0.030194329
125.34	-0.017715758	-0.021603443	-0.034055606	-0.030167921
125.37	-0.017654199	-0.021521296	-0.033917502	-0.030050404
125.4	-0.017588362	-0.021446111	-0.033817679	-0.02995993
125.43	-0.017597331	-0.021432623	-0.033741679	-0.029906387
125.46	-0.017532431	-0.021358328	-0.033642471	-0.029816572
125.49	-0.017471187	-0.021276496	-0.033504628	-0.02969932
125.52	-0.017475467	-0.02126953	-0.033466242	-0.029672179
125.55	-0.01741579	-0.021189224	-0.03332964	-0.029556205
125.58	-0.017419679	-0.021181894	-0.033290979	-0.029528765
125.61	-0.017359352	-0.021100929	-0.033153631	-0.029412052
125.64	-0.017363857	-0.021094225	-0.033115596	-0.02938523
