Mach,alpha_deg,delta_deg,CNd,CMd
7.0,2.0,12.0,0.3390000287857371,0.57773244342358
7.0,4.0,12.0,0.4201690497626038,0.5347606087887683
7.0,8.0,12.0,0.6111549814728781,0.372422566835035
7.0,12.0,12.0,0.6016056848873649,0.7496197819628271
7.0,16.0,12.0,0.6254789263511487,0.6493521678149328
7.0,20.0,12.0,0.6923240024497448,0.5061127190322271
9.0,0.0,12.0,0.2626056561016273,0.41061975317708993
9.0,2.0,12.0,0.305577490736439,0.5013380707394703
9.0,4.0,12.0,0.39152116000606235,0.4726901809829291
9.0,8.0,12.0,0.5872817400090937,0.4153944014698469
9.0,12.0,12.0,0.5299859604960114,0.7114225956207723
9.0,16.0,12.0,0.6016056848873649,0.6398028712294193
9.0,20.0,12.0,0.6636761126932025,0.5347606087887687
11.0,0.0,12.0,0.24350706293059984,0.3676479185422782
11.0,2.0,12.0,0.26260565610162734,0.4344929946408742
11.0,4.0,12.0,0.31512678732195276,0.372422566835035
11.0,8.0,12.0,0.45359158781190156,0.3628732702495213
11.0,12.0,12.0,0.4965634224467128,0.7305211887917995
11.0,16.0,12.0,0.57773244342358,0.6827747058642311
11.0,20.0,12.0,0.6445775195221772,0.5634084985453094
13.0,0.0,12.0,0.19576058000303126,0.30080284244368216
13.0,2.0,12.0,0.23395776634508614,0.3962958082988194
13.0,4.0,12.0,0.32945073220022336,0.30557749073643903
13.0,8.0,12.0,0.48701412586119963,0.4344929946408742
13.0,12.0,12.0,0.5299859604960114,0.7973662648903955
13.0,16.0,12.0,0.5920563883018511,0.6350282229366625
13.0,20.0,12.0,0.6445775195221772,0.5538592019597957
0.3,0.0,16.0,0.7126162576939614,6.84326466559377
0.3,2.0,16.0,0.7341021750113673,5.994570931556239
0.3,4.0,16.0,0.7842359820853142,4.587243347266153
0.3,8.0,16.0,0.8272078167201256,1.8012360684425255
0.3,12.0,16.0,0.26141199402843796,0.429718346348117
0.3,16.0,16.0,-0.025066903536973936,-0.07878169683048826
0.3,20.0,16.0,-0.19695424207622106,-0.29364087000454636
0.5,0.0,16.0,0.7090352714743937,6.947113265961232
0.5,2.0,16.0,0.726940202572232,6.041123752410617
0.5,4.0,16.0,0.7627500647679083,4.555014471290044
0.5,8.0,16.0,0.8093028856222877,1.7725881786859843
0.5,12.0,16.0,0.3187077735415203,0.6230916022047704
0.5,16.0,16.0,0.05013380707394787,0.44762327744595565
0.5,20.0,16.0,-0.05729577951308237,0.4225563739089817
0.8,0.0,16.0,0.7412641474505025,7.792226013779197
0.8,2.0,16.0,0.7555880923287732,6.954275238400367
0.8,4.0,16.0,0.8558557064766672,5.3499934120340615
0.8,8.0,16.0,1.0599719209920222,2.3204790702798337
0.8,12.0,16.0,0.6338345608634733,1.55056703307279
0.8,16.0,16.0,0.3258697459806548,1.8048170546620932
0.8,20.0,16.0,0.2721549526871413,1.7009684542946317
1.2,0.0,16.0,0.5228239880568761,9.74744448966313
1.2,2.0,16.0,0.5478908915938496,9.206715570508415
1.2,4.0,16.0,0.8343697891592616,7.444870350481135
1.2,8.0,16.0,1.5398240744140872,3.315993239319639
1.2,12.0,16.0,1.0707148796507255,3.706320737252512
1.2,16.0,16.0,0.7913979545244498,4.157525000918036
1.2,20.0,16.0,0.8737606375745062,3.319574225539206
2.0,0.0,16.0,0.5335669467155791,3.9211799104265714
2.0,2.0,16.0,0.5335669467155792,3.9283418828657064
2.0,4.0,16.0,0.6445775195221759,3.441327757004507
2.0,8.0,16.0,1.0384860036746173,1.6400916885619814
2.0,12.0,16.0,0.7949789407440163,2.2488593458884814
2.0,16.0,16.0,0.7126162576939624,2.4458135879647016
2.0,20.0,16.0,0.8093028856222877,1.822721985759931
3.0,0.0,16.0,0.3903274979328733,2.2130494836928047
3.0,2.0,16.0,0.39748947037200866,2.2882501943037252
3.0,4.0,16.0,0.4798521534220643,2.0053522829578814
3.0,8.0,16.0,0.7376831612309348,0.9274754308680198
3.0,12.0,16.0,0.5765387813503909,1.5541480192923578
3.0,16.0,16.0,0.5657958226916876,1.6221867574641435
3.0,20.0,16.0,0.6589014644004473,1.2569261630682433
5.0,0.0,16.0,0.3903274979328733,0.8343697891592614
5.0,2.0,16.0,0.4153944014698469,0.9131514859897495
5.0,4.0,16.0,0.48343313964163215,0.8164648580614231
5.0,8.0,16.0,0.6481585057417439,0.4225563739089821
5.0,12.0,16.0,0.5944437124482288,0.8164648580614232
5.0,16.0,16.0,0.6195106159852027,0.7806549958657469
5.0,20.0,16.0,0.7018732990352575,0.6159296297656347
7.0,0.0,16.0,0.33661270463935866,0.5657958226916879
7.0,2.0,16.0,0.37600355305460276,0.6624824506200143
7.0,4.0,16.0,0.46194722232422625,0.6159296297656349
7.0,8.0,16.0,0.6195106159852027,0.3939084841524409
7.0,12.0,16.0,0.5729577951308237,0.7305211887917996
7.0,16.0,16.0,0.6230916022047708,0.6696444230591496
7.0,20.0,16.0,0.7054542852548263,0.5407289191547141
9.0,0.0,16.0,0.30438382866324987,0.4798521534220645
9.0,2.0,16.0,0.34735566329806156,0.5872817400090938
9.0,4.0,16.0,0.444042291226388,0.5586338502525526
9.0,8.0,16.0,0.5407289191547145,0.4010704565915763
9.0,12.0,16.0,0.5371479329351473,0.7520071061092055
9.0,16.0,16.0,0.5980246986677968,0.666063436839582
9.0,20.0,16.0,0.6553204781808785,0.5299859604960115
11.0,0.0,16.0,0.24708804915016752,0.37958453927417035
11.0,2.0,16.0,0.28289791134584397,0.49059511208076734
11.0,4.0,16.0,0.36526059439589975,0.444042291226388
11.0,8.0,16.0,0.5299859604960115,0.4368803187872527
11.0,12.0,16.0,0.5371479329351464,0.7842359820853142
11.0,16.0,16.0,0.6087676573264994,0.6911303403765555
11.0,20.0,16.0,0.6696444230591506,0.5729577951308233
13.0,0.0,16.0,0.2363450904914646,0.3688415806154674
13.0,2.0,16.0,0.27573593890670867,0.4905951120807674
13.0,4.0,16.0,0.3939084841524409,0.3688415806154674
13.0,8.0,16.0,0.5228239880568762,0.4798521534220645
13.0,12.0,16.0,0.5228239880568767,0.8021409131831524
13.0,16.0,16.0,0.5908627262286615,0.6302535746439056
13.0,20.0,16.0,0.6409965333026094,0.5514718778134174
0.3,0.0,20.0,0.5758225841064774,6.013192059897991
