Mach,alpha_deg,def_roll,Cll
0.8,2.0,10.0,0.006
0.8,4.0,10.0,-0.016
0.8,8.0,10.0,-0.053
0.8,12.0,10.0,-0.008
0.8,16.0,10.0,0.038
0.8,20.0,10.0,0.047
1.2,0.0,10.0,0.064
1.2,2.0,10.0,0.051
1.2,4.0,10.0,0.004
1.2,8.0,10.0,-0.073
1.2,12.0,10.0,0.013
1.2,16.0,10.0,0.081
1.2,20.0,10.0,0.087
2.0,0.0,10.0,-0.017
2.0,2.0,10.0,-0.021
2.0,4.0,10.0,-0.039
2.0,8.0,10.0,-0.073
2.0,12.0,10.0,-0.036
2.0,16.0,10.0,-0.008
2.0,20.0,10.0,-0.002
3.0,0.0,10.0,-0.024
3.0,2.0,10.0,-0.026
3.0,4.0,10.0,-0.038
3.0,8.0,10.0,-0.057
3.0,12.0,10.0,-0.031
3.0,16.0,10.0,-0.015
3.0,20.0,10.0,-0.01
5.0,0.0,10.0,-0.03
5.0,2.0,10.0,-0.031
5.0,4.0,10.0,-0.037
5.0,8.0,10.0,-0.048
5.0,12.0,10.0,-0.035
5.0,16.0,10.0,-0.027
5.0,20.0,10.0,-0.023
7.0,0.0,10.0,-0.029
7.0,2.0,10.0,-0.03
7.0,4.0,10.0,-0.035
7.0,8.0,10.0,-0.044
7.0,12.0,10.0,-0.037
7.0,16.0,10.0,-0.031
7.0,20.0,10.0,-0.026
9.0,0.0,10.0,-0.028
9.0,2.0,10.0,-0.029
9.0,4.0,10.0,-0.033
9.0,8.0,10.0,-0.042
9.0,12.0,10.0,-0.036
9.0,16.0,10.0,-0.029
9.0,20.0,10.0,-0.024
11.0,0.0,10.0,-0.026
11.0,2.0,10.0,-0.028
11.0,4.0,10.0,-0.029
11.0,8.0,10.0,-0.034
11.0,12.0,10.0,-0.031
11.0,16.0,10.0,-0.027
11.0,20.0,10.0,-0.019
13.0,0.0,10.0,-0.023
13.0,2.0,10.0,-0.023
13.0,4.0,10.0,-0.028
13.0,8.0,10.0,-0.033
13.0,12.0,10.0,-0.031
13.0,16.0,10.0,-0.033
13.0,20.0,10.0,-0.018
0.3,0.0,15.0,0.04
0.3,2.0,15.0,0.029
0.3,4.0,15.0,-0.006
0.3,8.0,15.0,-0.056
0.3,12.0,15.0,0.001
0.3,16.0,15.0,0.052
0.3,20.0,15.0,0.051
0.5,0.0,15.0,0.04
0.5,2.0,15.0,0.029
0.5,4.0,15.0,-0.006
0.5,8.0,15.0,-0.054
0.5,12.0,15.0,0.002
0.5,16.0,15.0,0.056
0.5,20.0,15.0,0.061
0.8,0.0,15.0,0.045
0.8,2.0,15.0,0.033
0.8,4.0,15.0,-0.006
0.8,8.0,15.0,-0.064
0.8,12.0,15.0,-0.004
0.8,16.0,15.0,0.063
0.8,20.0,15.0,0.079
1.2,0.0,15.0,0.126
1.2,2.0,15.0,0.105
1.2,4.0,15.0,0.033
1.2,8.0,15.0,-0.091
1.2,12.0,15.0,0.038
1.2,16.0,15.0,0.138
1.2,20.0,15.0,0.144
2.0,0.0,15.0,-0.02
2.0,2.0,15.0,-0.026
2.0,4.0,15.0,-0.052
2.0,8.0,15.0,-0.102
2.0,12.0,15.0,-0.048
2.0,16.0,15.0,-0.007
2.0,20.0,15.0,0.002
3.0,0.0,15.0,-0.034
3.0,2.0,15.0,-0.037
3.0,4.0,15.0,-0.054
3.0,8.0,15.0,-0.08
3.0,12.0,15.0,-0.042
3.0,16.0,15.0,-0.019
3.0,20.0,15.0,-0.01
5.0,0.0,15.0,-0.047
5.0,2.0,15.0,-0.048
5.0,4.0,15.0,-0.057
5.0,8.0,15.0,-0.071
5.0,12.0,15.0,-0.05
5.0,16.0,15.0,-0.037
5.0,20.0,15.0,-0.032
7.0,0.0,15.0,-0.049
7.0,2.0,15.0,-0.051
7.0,4.0,15.0,-0.057
7.0,8.0,15.0,-0.068
7.0,12.0,15.0,-0.051
7.0,16.0,15.0,-0.042
7.0,20.0,15.0,-0.035
9.0,0.0,15.0,-0.05
9.0,2.0,15.0,-0.051
9.0,4.0,15.0,-0.057
9.0,8.0,15.0,-0.062
9.0,12.0,15.0,-0.048
9.0,16.0,15.0,-0.042
9.0,20.0,15.0,-0.031
