Mach,alpha_deg,def_roll,Cll
0.3,8.0,10.0,0.119
0.3,12.0,10.0,0.181
0.3,16.0,10.0,0.181
0.3,20.0,10.0,0.137
0.5,0.0,10.0,0.022
0.5,2.0,10.0,-0.008
0.5,4.0,10.0,-0.021
0.5,8.0,10.0,0.122
0.5,12.0,10.0,0.181
0.5,16.0,10.0,0.178
0.5,20.0,10.0,0.14
0.8,0.0,10.0,0.025
0.8,2.0,10.0,-0.007
0.8,4.0,10.0,-0.027
0.8,8.0,10.0,0.12
0.8,12.0,10.0,0.182
0.8,16.0,10.0,0.19
0.8,20.0,10.0,0.173
1.2,0.0,10.0,0.073
1.2,2.0,10.0,0.01
1.2,4.0,10.0,-0.037
1.2,8.0,10.0,0.185
1.2,12.0,10.0,0.237
1.2,16.0,10.0,0.269
1.2,20.0,10.0,0.282
2.0,0.0,10.0,0.012
2.0,2.0,10.0,-0.014
2.0,4.0,10.0,-0.03
2.0,8.0,10.0,0.079
2.0,12.0,10.0,0.096
2.0,16.0,10.0,0.109
2.0,20.0,10.0,0.112
3.0,0.0,10.0,0.0
3.0,2.0,10.0,-0.017
3.0,4.0,10.0,-0.021
3.0,8.0,10.0,0.046
3.0,12.0,10.0,0.048
3.0,16.0,10.0,0.047
3.0,20.0,10.0,0.045
5.0,0.0,10.0,-0.012
5.0,2.0,10.0,-0.022
5.0,4.0,10.0,-0.027
5.0,8.0,10.0,0.009
5.0,12.0,10.0,0.017
5.0,16.0,10.0,0.022
5.0,20.0,10.0,0.024
7.0,0.0,10.0,-0.015
7.0,2.0,10.0,-0.023
7.0,4.0,10.0,-0.024
7.0,8.0,10.0,0.006
7.0,12.0,10.0,0.016
7.0,16.0,10.0,0.029
7.0,20.0,10.0,0.041
9.0,0.0,10.0,-0.015
9.0,2.0,10.0,-0.023
9.0,4.0,10.0,-0.022
9.0,8.0,10.0,0.011
9.0,12.0,10.0,0.024
9.0,16.0,10.0,0.038
9.0,20.0,10.0,0.061
11.0,0.0,10.0,-0.014
11.0,2.0,10.0,-0.021
11.0,4.0,10.0,-0.018
11.0,8.0,10.0,0.016
11.0,12.0,10.0,0.031
11.0,16.0,10.0,0.03
11.0,20.0,10.0,0.064
13.0,0.0,10.0,-0.01
13.0,2.0,10.0,-0.015
13.0,4.0,10.0,-0.012
13.0,8.0,10.0,0.02
13.0,12.0,10.0,0.042
13.0,16.0,10.0,0.063
13.0,20.0,10.0,0.1
15.0,0.0,10.0,-0.002
15.0,2.0,10.0,-0.012
15.0,4.0,10.0,-0.006
15.0,8.0,10.0,0.043
15.0,12.0,10.0,0.077
15.0,16.0,10.0,0.115
15.0,20.0,10.0,0.148
0.3,0.0,15.0,0.067
0.3,2.0,15.0,0.013
0.3,4.0,15.0,-0.019
0.3,8.0,15.0,0.185
0.3,12.0,15.0,0.256
0.3,16.0,15.0,0.246
0.3,20.0,15.0,0.201
0.5,0.0,15.0,0.073
0.5,2.0,15.0,0.017
0.5,4.0,15.0,-0.016
0.5,8.0,15.0,0.188
0.5,12.0,15.0,0.257
0.5,16.0,15.0,0.251
0.5,20.0,15.0,0.216
0.8,0.0,15.0,0.079
0.8,2.0,15.0,0.019
0.8,4.0,15.0,-0.024
0.8,8.0,15.0,0.191
0.8,12.0,15.0,0.26
0.8,16.0,15.0,0.275
0.8,20.0,15.0,0.266
1.2,0.0,15.0,0.179
1.2,2.0,15.0,0.071
1.2,4.0,15.0,-0.022
1.2,8.0,15.0,0.327
1.2,12.0,15.0,0.364
1.2,16.0,15.0,0.39
1.2,20.0,15.0,0.409
2.0,0.0,15.0,0.039
2.0,2.0,15.0,-0.006
2.0,4.0,15.0,-0.038
2.0,8.0,15.0,0.126
2.0,12.0,15.0,0.147
2.0,16.0,15.0,0.163
2.0,20.0,15.0,0.167
3.0,0.0,15.0,0.006
3.0,2.0,15.0,-0.017
3.0,4.0,15.0,-0.029
3.0,8.0,15.0,0.068
3.0,12.0,15.0,0.07
3.0,16.0,15.0,0.069
3.0,20.0,15.0,0.066
5.0,0.0,15.0,-0.017
5.0,2.0,15.0,-0.033
5.0,4.0,15.0,-0.042
5.0,8.0,15.0,0.016
5.0,12.0,15.0,0.028
5.0,16.0,15.0,0.035
5.0,20.0,15.0,0.04
7.0,0.0,15.0,-0.025
7.0,2.0,15.0,-0.038
7.0,4.0,15.0,-0.04
7.0,8.0,15.0,0.012
7.0,12.0,15.0,0.028
7.0,16.0,15.0,0.047
7.0,20.0,15.0,0.063
9.0,0.0,15.0,-0.027
9.0,2.0,15.0,-0.041
9.0,4.0,15.0,-0.035
9.0,8.0,15.0,0.018
9.0,12.0,15.0,0.036
9.0,16.0,15.0,0.061
9.0,20.0,15.0,0.087
11.0,0.0,15.0,-0.025
11.0,2.0,15.0,-0.035
11.0,4.0,15.0,-0.025
11.0,8.0,15.0,0.029
11.0,12.0,15.0,0.047
11.0,16.0,15.0,0.063
11.0,20.0,15.0,0.097
13.0,0.0,15.0,-0.018
13.0,2.0,15.0,-0.029
13.0,4.0,15.0,-0.019
13.0,8.0,15.0,0.037
13.0,12.0,15.0,0.069
13.0,16.0,15.0,0.101
13.0,20.0,15.0,0.152
15.0,0.0,15.0,-0.006
15.0,2.0,15.0,-0.022
15.0,4.0,15.0,-0.006
15.0,8.0,15.0,0.074
15.0,12.0,15.0,0.124
15.0,16.0,15.0,0.178
15.0,20.0,15.0,0.221
