time ,thrust [N],mdot [kg]
2.1790795,59012.508,25.6325739512519
2.1799128,59041.926,25.6453519043681
2.1807461,59071.344,25.6581298574844
2.1815794,59110.568,25.6751671283061
2.1824127,59110.568,25.6751671283061
2.183246,59120.374,25.6794264460115
2.1840793,59120.374,25.6794264460115
2.1849126,59120.374,25.6794264460115
2.1857459,59120.374,25.6794264460115
2.1865792,59130.18,25.683685763717
2.1874125,59149.792,25.6922043991278
2.1882458,59159.598,25.6964637168332
2.1890791,59179.21,25.7049823522441
2.1899124,59208.628,25.7177603053604
2.1907457,59218.434,25.7220196230658
2.191579,59218.434,25.7220196230658
2.1924123,59179.21,25.7049823522441
2.1932456,59149.792,25.6922043991278
2.1940789,59139.986,25.6879450814224
2.1949122,59120.374,25.6794264460115
2.1957455,59120.374,25.6794264460115
2.1965788,59130.18,25.683685763717
2.1974121,59149.792,25.6922043991278
2.1982454,59159.598,25.6964637168332
2.1990787,59179.21,25.7049823522441
2.199912,59189.016,25.7092416699495
2.2007453,59189.016,25.7092416699495
2.2015786,59198.822,25.7135009876549
2.2024119,59218.434,25.7220196230658
2.2032452,59238.046,25.7305382584766
2.2040785,59238.046,25.7305382584766
2.2049118,59247.852,25.7347975761821
2.2057451,59257.658,25.7390568938875
2.2065784,59267.464,25.7433162115929
2.2074117,59267.464,25.7433162115929
2.208245,59247.852,25.7347975761821
2.2090783,59257.658,25.7390568938875
2.2099116,59238.046,25.7305382584766
2.2107449,59228.24,25.7262789407712
2.2115782,59257.658,25.7390568938875
2.2124115,59296.882,25.7560941647092
2.2132448,59316.494,25.7646128001201
2.2140781,59316.494,25.7646128001201
2.2149114,59296.882,25.7560941647092
2.2157447,59287.076,25.7518348470038
2.216578,59296.882,25.7560941647092
2.2174113,59296.882,25.7560941647092
2.2182446,59267.464,25.7433162115929
2.2190779,59228.24,25.7262789407712
2.2199112,59238.046,25.7305382584766
2.2207445,59257.658,25.7390568938875
2.2215778,59247.852,25.7347975761821
2.2224111,59287.076,25.7518348470038
2.2232444,59316.494,25.7646128001201
2.2240777,59345.912,25.7773907532363
2.224911,59345.912,25.7773907532363
2.2257443,59365.524,25.7859093886472
2.2265776,59414.554,25.8072059771743
2.2274109,59443.972,25.8199839302906
2.2282442,59453.778,25.824243247996
2.2290775,59424.36,25.8114652948797
2.2299108,59385.136,25.794428024058
2.2307441,59355.718,25.7816500709418
2.2315774,59345.912,25.7773907532363
2.2324107,59345.912,25.7773907532363
2.233244,59316.494,25.7646128001201
2.2340773,59287.076,25.7518348470038
2.2349106,59277.27,25.7475755292983
2.2357439,59287.076,25.7518348470038
2.2365772,59296.882,25.7560941647092
2.2374105,59326.3,25.7688721178255
2.2382438,59365.524,25.7859093886472
2.2390771,59394.942,25.7986873417635
2.2399104,59443.972,25.8199839302906
2.2407437,59483.196,25.8370212011123
2.241577,59522.42,25.854058471934
2.2424103,59542.032,25.8625771073448
2.2432436,59522.42,25.854058471934
2.2440769,59473.39,25.8327618834069
2.2449102,59424.36,25.8114652948797
2.2457435,59404.748,25.8029466594689
2.2465768,59385.136,25.794428024058
2.2474101,59375.33,25.7901687063526
2.2482434,59355.718,25.7816500709418
2.2490767,59375.33,25.7901687063526
2.24991,59385.136,25.794428024058
2.2507433,59385.136,25.794428024058
2.2515766,59434.166,25.8157246125852
2.2524099,59522.42,25.854058471934
2.2532432,59571.45,25.8753550604611
2.2540765,59591.062,25.883873695872
2.2549098,59581.256,25.8796143781665
2.2557431,59581.256,25.8796143781665
2.2565764,59591.062,25.883873695872
2.2574097,59571.45,25.8753550604611
2.258243,59542.032,25.8625771073448
2.2590763,59551.838,25.8668364250503
2.2599096,59522.42,25.854058471934
2.2607429,59493.002,25.8412805188177
2.2615762,59463.584,25.8285025657014
2.2624095,59493.002,25.8412805188177
2.2632428,59512.614,25.8497991542286
2.2640761,59502.808,25.8455398365231
2.2649094,59522.42,25.854058471934
2.2657427,59581.256,25.8796143781665
2.266576,59610.674,25.8923923312828
2.2674093,59630.286,25.9009109666937
2.2682426,59640.092,25.9051702843991
2.2690759,59679.316,25.9222075552208
2.2699092,59698.928,25.9307261906317
2.2707425,59679.316,25.9222075552208
2.2715758,59679.316,25.9222075552208
2.2724091,59679.316,25.9222075552208
2.2732424,59649.898,25.9094296021045
2.2740757,59620.48,25.8966516489882
2.274909,59581.256,25.8796143781665
2.2757423,59591.062,25.883873695872
2.2765756,59600.868,25.8881330135774
2.2774089,59610.674,25.8923923312828
2.2782422,59620.48,25.8966516489882
2.2790755,59649.898,25.9094296021045
2.2799088,59630.286,25.9009109666937
2.2807421,59640.092,25.9051702843991
2.2815754,59649.898,25.9094296021045
2.2824087,59669.51,25.9179482375154
2.283242,59689.122,25.9264668729262
2.2840753,59708.734,25.9349855083371
2.2849086,59747.958,25.9520227791588
2.2857419,59767.57,25.9605414145696
2.2865752,59757.764,25.9562820968642
2.2874085,59738.152,25.9477634614534
2.2882418,59718.54,25.9392448260425
2.2890751,59718.54,25.9392448260425
2.2899084,59738.152,25.9477634614534
2.2907417,59738.152,25.9477634614534
2.291575,59738.152,25.9477634614534
2.2924083,59757.764,25.9562820968642
2.2932416,59787.182,25.9690600499805
2.2940749,59796.988,25.9733193676859
2.2949082,59796.988,25.9733193676859
2.2957415,59777.376,25.9648007322751
2.2965748,59757.764,25.9562820968642
2.2974081,59757.764,25.9562820968642
2.2982414,59777.376,25.9648007322751
2.2990747,59787.182,25.9690600499805
2.299908,59787.182,25.9690600499805
2.3007413,59777.376,25.9648007322751
2.3015746,59767.57,25.9605414145696
2.3024079,59757.764,25.9562820968642
2.3032412,59767.57,25.9605414145696
2.3040745,59777.376,25.9648007322751
2.3049078,59806.794,25.9775786853913
2.3057411,59846.018,25.994615956213
2.3065744,59865.63,26.0031345916239
2.3074077,59865.63,26.0031345916239
2.308241,59846.018,25.994615956213
2.3090743,59826.406,25.9860973208022
2.3099076,59846.018,25.994615956213
2.3107409,59836.212,25.9903566385076
2.3115742,59846.018,25.994615956213
2.3124075,59816.6,25.9818380030968
2.3132408,59796.988,25.9733193676859
2.3140741,59806.794,25.9775786853913
2.3149074,59826.406,25.9860973208022
2.3157407,59865.63,26.0031345916239
2.316574,59885.242,26.0116532270347
2.3174073,59895.048,26.0159125447402
2.3182406,59924.466,26.0286904978564
2.3190739,59963.69,26.0457277686781
2.3199072,59993.108,26.0585057217944
2.3207405,60012.72,26.0670243572053
2.3215738,60012.72,26.0670243572053
2.3224071,59993.108,26.0585057217944
2.3232404,59993.108,26.0585057217944
2.3240737,59993.108,26.0585057217944
2.324907,59963.69,26.0457277686781
2.3257403,59934.272,26.0329498155619
2.3265736,59895.048,26.0159125447402
2.3274069,59904.854,26.0201718624456
2.3282402,59895.048,26.0159125447402
2.3290735,59895.048,26.0159125447402
2.3299068,59895.048,26.0159125447402
2.3307401,59904.854,26.0201718624456
2.3315734,59924.466,26.0286904978564
2.3324067,59953.884,26.0414684509727
2.33324,59973.496,26.0499870863836
2.3340733,60002.914,26.0627650394998
2.3349066,60032.332,26.0755429926161
2.3357399,60061.75,26.0883209457324
2.3365732,60081.362,26.0968395811433
2.3374065,60100.974,26.1053582165541
2.3382398,60081.362,26.0968395811433
2.3390731,60051.944,26.084061628027
2.3399064,60012.72,26.0670243572053
2.3407397,59953.884,26.0414684509727
2.341573,59924.466,26.0286904978564
2.3424063,59904.854,26.0201718624456
2.3432396,59885.242,26.0116532270347
2.3440729,59865.63,26.0031345916239
2.3449062,59865.63,26.0031345916239
2.3457395,59865.63,26.0031345916239
2.3465728,59914.66,26.024431180151
2.3474061,59953.884,26.0414684509727
2.3482394,59953.884,26.0414684509727
2.3490727,59963.69,26.0457277686781
2.349906,59993.108,26.0585057217944
2.3507393,60032.332,26.0755429926161
2.3515726,60042.138,26.0798023103216
2.3524059,60042.138,26.0798023103216
2.3532392,60051.944,26.084061628027
2.3540725,60051.944,26.084061628027
2.3549058,60042.138,26.0798023103216
2.3557391,60022.526,26.0712836749107
2.3565724,60022.526,26.0712836749107
2.3574057,60022.526,26.0712836749107
2.358239,60032.332,26.0755429926161
2.3590723,60012.72,26.0670243572053
2.3599056,59983.302,26.054246404089
2.3607389,59973.496,26.0499870863836
2.3615722,59963.69,26.0457277686781
2.3624055,59973.496,26.0499870863836
2.3632388,59993.108,26.0585057217944
2.3640721,60032.332,26.0755429926161
2.3649054,60061.75,26.0883209457324
2.3657387,60100.974,26.1053582165541
2.366572,60110.78,26.1096175342595
2.3674053,60130.392,26.1181361696704
2.3682386,60159.81,26.1309141227867
2.3690719,60159.81,26.1309141227867
2.3699052,60159.81,26.1309141227867
2.3707385,60179.422,26.1394327581975
2.3715718,60208.84,26.1522107113138
2.3724051,60208.84,26.1522107113138
2.3732384,60218.646,26.1564700290192
2.3740717,60208.84,26.1522107113138
2.374905,60179.422,26.1394327581975
2.3757383,60169.616,26.1351734404921
2.3765716,60169.616,26.1351734404921
2.3774049,60169.616,26.1351734404921
2.3782382,60179.422,26.1394327581975
2.3790715,60199.034,26.1479513936084
2.3799048,60218.646,26.1564700290192
2.3807381,60248.064,26.1692479821355
2.3815714,60248.064,26.1692479821355
2.3824047,60238.258,26.1649886644301
2.383238,60199.034,26.1479513936084
2.3840713,60208.84,26.1522107113138
2.3849046,60228.452,26.1607293467246
2.3857379,60228.452,26.1607293467246
2.3865712,60238.258,26.1649886644301
2.3874045,60248.064,26.1692479821355
2.3882378,60297.094,26.1905445706626
2.3890711,60306.9,26.194803888368
2.3899044,60306.9,26.194803888368
2.3907377,60336.318,26.2075818414843
2.391571,60346.124,26.2118411591897
2.3924043,60326.512,26.2033225237789
2.3932376,60326.512,26.2033225237789
2.3940709,60316.706,26.1990632060735
2.3949042,60287.288,26.1862852529572
2.3957375,60257.87,26.1735072998409
2.3965708,60199.034,26.1479513936084
2.3974041,60228.452,26.1607293467246
2.3982374,60257.87,26.1735072998409
2.3990707,60277.482,26.1820259352518
2.399904,60297.094,26.1905445706626
2.4007373,60316.706,26.1990632060735
2.4015706,60346.124,26.2118411591897
2.4024039,60375.542,26.224619112306
2.4032372,60404.96,26.2373970654223
2.4040705,60375.542,26.224619112306
2.4049038,60355.93,26.2161004768952
2.4057371,60355.93,26.2161004768952
2.4065704,60355.93,26.2161004768952
2.4074037,60346.124,26.2118411591897
2.408237,60346.124,26.2118411591897
2.4090703,60336.318,26.2075818414843
2.4099036,60336.318,26.2075818414843
2.4107369,60316.706,26.1990632060735
2.4115702,60306.9,26.194803888368
2.4124035,60326.512,26.2033225237789
2.4132368,60346.124,26.2118411591897
2.4140701,60336.318,26.2075818414843
2.4149034,60355.93,26.2161004768952
2.4157367,60385.348,26.2288784300115
2.41657,60404.96,26.2373970654223
2.4174033,60424.572,26.2459157008332
2.4182366,60424.572,26.2459157008332
2.4190699,60444.184,26.254434336244
2.4199032,60424.572,26.2459157008332
2.4207365,60395.154,26.2331377477169
2.4215698,60375.542,26.224619112306
2.4224031,60385.348,26.2288784300115
2.4232364,60375.542,26.224619112306
2.4240697,60375.542,26.224619112306
2.424903,60375.542,26.224619112306
2.4257363,60395.154,26.2331377477169
2.4265696,60404.96,26.2373970654223
2.4274029,60404.96,26.2373970654223
2.4282362,60424.572,26.2459157008332
2.4290695,60453.99,26.2586936539494
2.4299028,60483.408,26.2714716070657
2.4307361,60493.214,26.2757309247711
2.4315694,60503.02,26.2799902424766
2.4324027,60512.826,26.284249560182
2.433236,60512.826,26.284249560182
2.4340693,60512.826,26.284249560182
2.4349026,60503.02,26.2799902424766
2.4357359,60503.02,26.2799902424766
2.4365692,60483.408,26.2714716070657
2.4374025,60463.796,26.2629529716549
2.4382358,60434.378,26.2501750185386
2.4390691,60434.378,26.2501750185386
2.4399024,60434.378,26.2501750185386
2.4407357,60453.99,26.2586936539494
2.441569,60503.02,26.2799902424766
2.4424023,60503.02,26.2799902424766
2.4432356,60522.632,26.2885088778874
2.4440689,60522.632,26.2885088778874
2.4449022,60552.05,26.3012868310037
2.4457355,60571.662,26.3098054664145
2.4465688,60571.662,26.3098054664145
2.4474021,60561.856,26.3055461487091
2.4482354,60552.05,26.3012868310037
2.4490687,60561.856,26.3055461487091
2.449902,60552.05,26.3012868310037
2.4507353,60532.438,26.2927681955928
2.4515686,60542.244,26.2970275132983
2.4524019,60561.856,26.3055461487091
2.4532352,60542.244,26.2970275132983
2.4540685,60532.438,26.2927681955928
2.4549018,60552.05,26.3012868310037
2.4557351,60571.662,26.3098054664145
2.4565684,60610.886,26.3268427372362
2.4574017,60591.274,26.3183241018254
2.458235,60591.274,26.3183241018254
2.4590683,60601.08,26.3225834195308
2.4599016,60610.886,26.3268427372362
2.4607349,60620.692,26.3311020549417
2.4615682,60650.11,26.3438800080579
2.4624015,60650.11,26.3438800080579
2.4632348,60640.304,26.3396206903525
2.4640681,60630.498,26.3353613726471
2.4649014,60640.304,26.3396206903525
2.4657347,60630.498,26.3353613726471
2.466568,60630.498,26.3353613726471
2.4674013,60630.498,26.3353613726471
2.4682346,60640.304,26.3396206903525
2.4690679,60640.304,26.3396206903525
2.4699012,60630.498,26.3353613726471
2.4707345,60640.304,26.3396206903525
2.4715678,60659.916,26.3481393257634
2.4724011,60689.334,26.3609172788796
2.4732344,60699.14,26.3651765965851
2.4740677,60679.528,26.3566579611742
2.474901,60669.722,26.3523986434688
2.4757343,60689.334,26.3609172788796
2.4765676,60699.14,26.3651765965851
2.4774009,60718.752,26.3736952319959
2.4782342,60738.364,26.3822138674068
2.4790675,60748.17,26.3864731851122
2.4799008,60689.334,26.3609172788796
2.4807341,60689.334,26.3609172788796
2.4815674,60689.334,26.3609172788796
2.4824007,60699.14,26.3651765965851
2.483234,60718.752,26.3736952319959
2.4840673,60718.752,26.3736952319959
2.4849006,60738.364,26.3822138674068
2.4857339,60748.17,26.3864731851122
2.4865672,60787.394,26.4035104559339
2.4874005,60826.618,26.4205477267556
2.4882338,60846.23,26.4290663621665
2.4890671,60836.424,26.424807044461
2.4899004,60826.618,26.4205477267556
2.4907337,60797.2,26.4077697736393
2.491567,60767.782,26.3949918205231
2.4924003,60767.782,26.3949918205231
2.4932336,60767.782,26.3949918205231
2.4940669,60757.976,26.3907325028176
2.4949002,60757.976,26.3907325028176
2.4957335,60787.394,26.4035104559339
2.4965668,60797.2,26.4077697736393
2.4974001,60797.2,26.4077697736393
2.4982334,60816.812,26.4162884090502
2.4990667,60836.424,26.424807044461
2.4999,60875.648,26.4418443152827
2.5007333,60914.872,26.4588815861044
2.5015666,60944.29,26.4716595392207
2.5023999,60944.29,26.4716595392207
2.5032332,60924.678,26.4631409038099
2.5040665,60924.678,26.4631409038099
2.5048998,60914.872,26.4588815861044
2.5057331,60914.872,26.4588815861044
2.5065664,60924.678,26.4631409038099
2.5073997,60895.26,26.4503629506936
2.508233,60875.648,26.4418443152827
2.5090663,60885.454,26.4461036329882
2.5098996,60885.454,26.4461036329882
2.5107329,60905.066,26.454622268399
2.5115662,60895.26,26.4503629506936
2.5123995,60885.454,26.4461036329882
2.5132328,60895.26,26.4503629506936
2.5140661,60924.678,26.4631409038099
2.5148994,60934.484,26.4674002215153
2.5157327,60944.29,26.4716595392207
2.516566,60934.484,26.4674002215153
2.5173993,60963.902,26.4801781746316
2.5182326,60973.708,26.484437492337
2.5190659,61003.126,26.4972154454533
2.5198992,61022.738,26.5057340808641
2.5207325,61003.126,26.4972154454533
2.5215658,60944.29,26.4716595392207
2.5223991,60895.26,26.4503629506936
2.5232324,60905.066,26.454622268399
2.5240657,60944.29,26.4716595392207
2.524899,60924.678,26.4631409038099
2.5257323,60905.066,26.454622268399
2.5265656,60905.066,26.454622268399
2.5273989,60954.096,26.4759188569261
2.5282322,61003.126,26.4972154454533
2.5290655,61022.738,26.5057340808641
2.5298988,61052.156,26.5185120339804
2.5307321,61081.574,26.5312899870967
2.5315654,61061.962,26.5227713516858
2.5323987,61042.35,26.514252716275
2.533232,61032.544,26.5099933985695
2.5340653,61042.35,26.514252716275
2.5348986,61061.962,26.5227713516858
2.5357319,61022.738,26.5057340808641
2.5365652,60983.514,26.4886968100424
2.5373985,60993.32,26.4929561277478
2.5382318,61003.126,26.4972154454533
2.5390651,61012.932,26.5014747631587
2.5398984,61042.35,26.514252716275
2.5407317,61091.38,26.5355493048021
2.541565,61130.604,26.5525865756238
2.5423983,61120.798,26.5483272579184
2.5432316,61101.186,26.5398086225075
2.5440649,61091.38,26.5355493048021
2.5448982,61081.574,26.5312899870967
2.5457315,61071.768,26.5270306693913
2.5465648,61052.156,26.5185120339804
2.5473981,61012.932,26.5014747631587
2.5482314,61022.738,26.5057340808641
2.5490647,61042.35,26.514252716275
2.549898,61061.962,26.5227713516858
2.5507313,61101.186,26.5398086225075
2.5515646,61140.41,26.5568458933292
2.5523979,61150.216,26.5611052110347
2.5532312,61169.828,26.5696238464455
2.5540645,61189.44,26.5781424818564
2.5548978,61189.44,26.5781424818564
2.5557311,61189.44,26.5781424818564
2.5565644,61189.44,26.5781424818564
2.5573977,61169.828,26.5696238464455
2.558231,61150.216,26.5611052110347
2.5590643,61130.604,26.5525865756238
2.5598976,61140.41,26.5568458933292
2.5607309,61160.022,26.5653645287401
2.5615642,61179.634,26.5738831641509
2.5623975,61209.052,26.5866611172672
2.5632308,61228.664,26.5951797526781
2.5640641,61218.858,26.5909204349726
2.5648974,61238.47,26.5994390703835
2.5657307,61277.694,26.6164763412052
2.566564,61277.694,26.6164763412052
2.5673973,61267.888,26.6122170234998
2.5682306,61238.47,26.5994390703835
2.5690639,61228.664,26.5951797526781
2.5698972,61228.664,26.5951797526781
2.5707305,61189.44,26.5781424818564
2.5715638,61179.634,26.5738831641509
2.5723971,61189.44,26.5781424818564
2.5732304,61179.634,26.5738831641509
2.5740637,61199.246,26.5824017995618
2.574897,61209.052,26.5866611172672
2.5757303,61238.47,26.5994390703835
2.5765636,61248.276,26.6036983880889
2.5773969,61277.694,26.6164763412052
2.5782302,61316.918,26.6335136120269
2.5790635,61346.336,26.6462915651432
2.5798968,61346.336,26.6462915651432
2.5807301,61346.336,26.6462915651432
2.5815634,61356.142,26.6505508828486
2.5823967,61346.336,26.6462915651432
2.58323,61316.918,26.6335136120269
2.5840633,61277.694,26.6164763412052
2.5848966,61258.082,26.6079577057943
2.5857299,61238.47,26.5994390703835
2.5865632,61238.47,26.5994390703835
2.5873965,61267.888,26.6122170234998
2.5882298,61267.888,26.6122170234998
2.5890631,61267.888,26.6122170234998
2.5898964,61267.888,26.6122170234998
2.5907297,61258.082,26.6079577057943
2.591563,61297.306,26.624994976616
2.5923963,61346.336,26.6462915651432
2.5932296,61365.948,26.654810200554
2.5940629,61405.172,26.6718474713757
2.5948962,61405.172,26.6718474713757
2.5957295,61405.172,26.6718474713757
2.5965628,61414.978,26.6761067890812
2.5973961,61405.172,26.6718474713757
2.5982294,61414.978,26.6761067890812
2.5990627,61375.754,26.6590695182594
2.599896,61346.336,26.6462915651432
2.6007293,61326.724,26.6377729297323
2.6015626,61346.336,26.6462915651432
2.6023959,61356.142,26.6505508828486
2.6032292,61385.56,26.6633288359649
2.6040625,61414.978,26.6761067890812
2.6048958,61473.814,26.7016626953137
2.6057291,61483.62,26.7059220130191
2.6065624,61464.008,26.6974033776083
2.6073957,61414.978,26.6761067890812
2.608229,61395.366,26.6675881536703
2.6090623,61424.784,26.6803661067866
2.6098956,61464.008,26.6974033776083
2.6107289,61454.202,26.6931440599029
2.6115622,61444.396,26.6888847421974
2.6123955,61424.784,26.6803661067866
2.6132288,61414.978,26.6761067890812
2.6140621,61414.978,26.6761067890812
2.6148954,61434.59,26.684625424492
2.6157287,61434.59,26.684625424492
2.616562,61473.814,26.7016626953137
2.6173953,61493.426,26.7101813307246
2.6182286,61513.038,26.7186999661354
2.6190619,61532.65,26.7272186015463
2.6198952,61532.65,26.7272186015463
2.6207285,61503.232,26.71444064843
2.6215618,61483.62,26.7059220130191
2.6223951,61483.62,26.7059220130191
2.6232284,61483.62,26.7059220130191
2.6240617,61493.426,26.7101813307246
2.624895,61493.426,26.7101813307246
2.6257283,61493.426,26.7101813307246
2.6265616,61493.426,26.7101813307246
2.6273949,61522.844,26.7229592838408
2.6282282,61552.262,26.7357372369571
2.6290615,61532.65,26.7272186015463
2.6298948,61542.456,26.7314779192517
2.6307281,61591.486,26.7527745077788
2.6315614,61669.934,26.7868490494222
2.6323947,61738.576,26.8166642733602
2.633228,61777.8,26.8337015441819
2.6340613,61807.218,26.8464794972982
2.6348946,61777.8,26.8337015441819
2.6357279,61709.158,26.8038863202439
2.6365612,61562.068,26.7399965546625
2.6373945,61493.426,26.7101813307246
2.6382278,61493.426,26.7101813307246
2.6390611,61503.232,26.71444064843
2.6398944,61483.62,26.7059220130191
2.6407277,61454.202,26.6931440599029
2.641561,61464.008,26.6974033776083
2.6423943,61552.262,26.7357372369571
2.6432276,61620.904,26.7655524608951
2.6440609,61620.904,26.7655524608951
2.6448942,61630.71,26.7698117786005
2.6457275,61699.352,26.7996270025385
2.6465608,61748.382,26.8209235910656
2.6473941,61767.994,26.8294422264765
2.6482274,61797.412,26.8422201795928
2.6490607,61748.382,26.8209235910656
2.649894,61689.546,26.7953676848331
2.6507273,61650.322,26.7783304140114
2.6515606,61630.71,26.7698117786005
2.6523939,61611.098,26.7612931431897
2.6532272,61601.292,26.7570338254842
2.6540605,61581.68,26.7485151900734
2.6548938,61571.874,26.744255872368
2.6557271,61630.71,26.7698117786005
2.6565604,61679.74,26.7911083671276
2.6573937,61718.964,26.8081456379493
2.658227,61748.382,26.8209235910656
2.6590603,61777.8,26.8337015441819
2.6598936,61826.83,26.854998132709
2.6607269,61807.218,26.8464794972982
2.6615602,61787.606,26.8379608618873
2.6623935,61767.994,26.8294422264765
2.6632268,61748.382,26.8209235910656
2.6640601,61689.546,26.7953676848331
2.6648934,61630.71,26.7698117786005
2.6657267,61620.904,26.7655524608951
2.66656,61630.71,26.7698117786005
2.6673933,61620.904,26.7655524608951
2.6682266,61640.516,26.7740710963059
2.6690599,61689.546,26.7953676848331
2.6698932,61767.994,26.8294422264765
2.6707265,61807.218,26.8464794972982
2.6715598,61836.636,26.8592574504145
2.6723931,61866.054,26.8720354035307
2.6732264,61885.666,26.8805540389416
2.6740597,61885.666,26.8805540389416
2.674893,61885.666,26.8805540389416
2.6757263,61885.666,26.8805540389416
2.6765596,61846.442,26.8635167681199
2.6773929,61807.218,26.8464794972982
2.6782262,61767.994,26.8294422264765
2.6790595,61758.188,26.825182908771
2.6798928,61748.382,26.8209235910656
2.6807261,61758.188,26.825182908771
2.6815594,61767.994,26.8294422264765
2.6823927,61787.606,26.8379608618873
2.683226,61797.412,26.8422201795928
2.6840593,61826.83,26.854998132709
2.6848926,61875.86,26.8762947212362
2.6857259,61885.666,26.8805540389416
2.6865592,61905.278,26.8890726743524
2.6873925,61885.666,26.8805540389416
2.6882258,61866.054,26.8720354035307
2.6890591,61866.054,26.8720354035307
2.6898924,61875.86,26.8762947212362
2.6907257,61905.278,26.8890726743524
2.691559,61875.86,26.8762947212362
2.6923923,61846.442,26.8635167681199
2.6932256,61846.442,26.8635167681199
2.6940589,61866.054,26.8720354035307
2.6948922,61905.278,26.8890726743524
2.6957255,61944.502,26.9061099451741
2.6965588,61964.114,26.914628580585
2.6973921,61983.726,26.9231472159958
2.6982254,61993.532,26.9274065337013
2.6990587,61973.92,26.9188878982904
2.699892,61944.502,26.9061099451741
2.7007253,61934.696,26.9018506274687
2.7015586,61915.084,26.8933319920579
2.7023919,61905.278,26.8890726743524
2.7032252,61905.278,26.8890726743524
2.7040585,61915.084,26.8933319920579
2.7048918,61934.696,26.9018506274687
2.7057251,61983.726,26.9231472159958
2.7065584,62042.562,26.9487031222284
2.7073917,62081.786,26.9657403930501
2.708225,62062.174,26.9572217576392
2.7090583,62032.756,26.944443804523
2.7098916,62022.95,26.9401844868175
2.7107249,62022.95,26.9401844868175
2.7115582,61993.532,26.9274065337013
2.7123915,61993.532,26.9274065337013
2.7132248,61973.92,26.9188878982904
2.7140581,61973.92,26.9188878982904
2.7148914,61983.726,26.9231472159958
2.7157247,61993.532,26.9274065337013
2.716558,62003.338,26.9316658514067
2.7173913,62062.174,26.9572217576392
2.7182246,62081.786,26.9657403930501
2.7190579,62081.786,26.9657403930501
2.7198912,62111.204,26.9785183461664
2.7207245,62140.622,26.9912962992827
2.7215578,62130.816,26.9870369815772
2.7223911,62101.398,26.9742590284609
2.7232244,62101.398,26.9742590284609
2.7240577,62091.592,26.9699997107555
2.724891,62071.98,26.9614810753447
2.7257243,62042.562,26.9487031222284
2.7265576,62013.144,26.9359251691121
2.7273909,62003.338,26.9316658514067
2.7282242,62042.562,26.9487031222284
2.7290575,62071.98,26.9614810753447
2.7298908,62091.592,26.9699997107555
2.7307241,62101.398,26.9742590284609
2.7315574,62111.204,26.9785183461664
2.7323907,62130.816,26.9870369815772
2.733224,62160.234,26.9998149346935
2.7340573,62189.652,27.0125928878098
2.7348906,62228.876,27.0296301586315
2.7357239,62248.488,27.0381487940423
2.7365572,62228.876,27.0296301586315
2.7373905,62238.682,27.0338894763369
2.7382238,62228.876,27.0296301586315
2.7390571,62189.652,27.0125928878098
2.7398904,62140.622,26.9912962992827
2.7407237,62101.398,26.9742590284609
2.741557,62071.98,26.9614810753447
2.7423903,62101.398,26.9742590284609
2.7432236,62150.428,26.9955556169881
2.7440569,62189.652,27.0125928878098
2.7448902,62219.07,27.0253708409261
2.7457235,62228.876,27.0296301586315
2.7465568,62248.488,27.0381487940423
2.7473901,62248.488,27.0381487940423
2.7482234,62268.1,27.0466674294532
2.7490567,62287.712,27.055186064864
2.74989,62307.324,27.0637047002749
2.7507233,62268.1,27.0466674294532
2.7515566,62219.07,27.0253708409261
2.7523899,62219.07,27.0253708409261
2.7532232,62268.1,27.0466674294532
2.7540565,62268.1,27.0466674294532
2.7548898,62238.682,27.0338894763369
2.7557231,62228.876,27.0296301586315
2.7565564,62258.294,27.0424081117478
2.7573897,62277.906,27.0509267471586
2.758223,62307.324,27.0637047002749
2.7590563,62336.742,27.0764826533912
2.7598896,62356.354,27.085001288802
2.7607229,62366.16,27.0892606065074
2.7615562,62336.742,27.0764826533912
2.7623895,62307.324,27.0637047002749
2.7632228,62307.324,27.0637047002749
2.7640561,62326.936,27.0722233356857
2.7648894,62317.13,27.0679640179803
2.7657227,62317.13,27.0679640179803
2.766556,62317.13,27.0679640179803
2.7673893,62317.13,27.0679640179803
2.7682226,62346.548,27.0807419710966
2.7690559,62356.354,27.085001288802
2.7698892,62356.354,27.085001288802
2.7707225,62356.354,27.085001288802
2.7715558,62336.742,27.0764826533912
2.7723891,62326.936,27.0722233356857
2.7732224,62356.354,27.085001288802
2.7740557,62395.578,27.1020385596237
2.774889,62424.996,27.11481651274
2.7757223,62415.19,27.1105571950346
2.7765556,62415.19,27.1105571950346
2.7773889,62415.19,27.1105571950346
2.7782222,62424.996,27.11481651274
2.7790555,62415.19,27.1105571950346
2.7798888,62405.384,27.1062978773291
2.7807221,62405.384,27.1062978773291
2.7815554,62424.996,27.11481651274
2.7823887,62415.19,27.1105571950346
2.783222,62415.19,27.1105571950346
2.7840553,62434.802,27.1190758304454
2.7848886,62424.996,27.11481651274
2.7857219,62415.19,27.1105571950346
2.7865552,62405.384,27.1062978773291
2.7873885,62424.996,27.11481651274
2.7882218,62424.996,27.11481651274
2.7890551,62454.414,27.1275944658563
2.7898884,62434.802,27.1190758304454
2.7907217,62454.414,27.1275944658563
2.791555,62493.638,27.144631736678
2.7923883,62513.25,27.1531503720888
2.7932216,62503.444,27.1488910543834
2.7940549,62513.25,27.1531503720888
2.7948882,62532.862,27.1616690074997
2.7957215,62542.668,27.1659283252051
2.7965548,62542.668,27.1659283252051
2.7973881,62503.444,27.1488910543834
