time_s,thrust_N,mass_flow_kg_s
0.00083333,1851.27474,0.7388327777837699
0.00166666,1821.41547,0.72691612007758
0.0024999899999999,2587.8034,1.0327770012031192
0.00333332,3473.62841,1.3863045131534175
0.00416665,4140.48544,1.6524432019249906
0.00499998,4827.24865,1.926526329167357
0.00583331,4588.374489999999,1.8311930675178385
0.00666664,4170.344709999999,1.6643598596311806
0.00749997,3712.502569999999,1.4816377748029363
0.0083333,2468.36632,0.9851103703783598
0.00916663,1502.9165899999998,0.5998051045448884
0.00999996,3682.6432999999993,1.4697211170967464
0.01083329,5981.807089999999,2.387303760473364
0.01166662,8340.689419999999,3.328719719262361
0.01249995,11724.740019999996,4.679274259297209
0.01333328,14023.903809999996,5.596856902673826
0.01416661,15158.556069999997,6.04968989550904
0.01499994,16253.395969999998,6.486634011402668
0.01583327,16970.018449999996,6.772633796351223
0.0166666,17218.845699999998,6.871939277236139
0.01749993,17059.59626,6.808383769469794
0.01833326,15934.897089999997,6.359522995869976
0.01916659,13834.795099999998,5.5213847372012905
0.01999992,11207.179339999995,4.4727188590565845
0.02083325,8340.689419999999,3.328719719262361
0.02166658,5444.340229999999,2.172803921761947
0.02249991,2836.63065,1.1320824820880344
0.02333324,2577.85031,1.0288047819677226
0.02416657,5334.856239999999,2.1291095101725843
0.0249999,8689.047569999999,3.4677473925012423
0.02583323,12192.535249999995,4.865968563360849
0.02666656,15696.022929999996,6.264189734220457
0.02749989,19030.308079999995,7.594883178078322
0.02833322,22046.09435,8.798465606403497
0.02916655,24484.6014,9.771659319075663
0.02999988,26236.34524,10.47076990450547
0.03083321,27311.27896,10.899769581928304
0.03166654,27908.46436,11.1381027360521
0.03249987,27888.55818,11.130158297581309
0.0333332,27589.965479999995,11.010991720519408
0.03416653,27231.654239999996,10.86799182804513
0.03499986,27142.076429999997,10.83224185492656
0.03583319,27380.95059,10.92757511657608
0.03666652,28197.10397,11.253297093878604
0.03749985,29719.92673999999,11.861046636894285
0.03833318,32168.386879999995,12.83821256880185
0.03916651,35592.24984,14.204655985778286
0.03999984,40280.15523,16.075571245650092
0.04083317,46212.19686999999,18.44301390994647
0.0416665,52880.76716999999,21.1044007976622
0.04249983,60236.10068,24.0398708126203
0.04333316,67959.69851999999,27.12231293928807
0.04416649,75693.24944999999,30.20872728519124
0.04499982,83217.78548999998,33.21172502715107
0.04583315,90473.58809999998,36.1074728497552
0.04666648,97181.97075999998,38.78474861441252
0.04749981,103143.87167,41.16410793641509
0.04833314,108120.41667,43.15021755411341
0.04916647,112071.79339999998,44.72718859056585
0.0499998,114828.79932999998,45.82749331877071
0.05083313,116421.29372999998,46.46304839643417
0.05166646,117307.11873999998,46.81657590838447
0.05249979,117496.22744999998,46.892048073857005
0.05333312,117446.46199999996,46.872186977680016
0.05416645,117336.97800999998,46.82849256609066
0.05499978,117068.24457999996,46.72124264673495
0.05583311,116749.74569999998,46.59413163120226
0.05666644,117048.3384,46.71329820826416
0.05749977,118342.24009999998,47.22968670886572
0.0583331,120332.85809999995,48.02413055594504
0.05916643,123159.53565999998,49.15224081879768
0.05999976,126643.11715999998,50.54251755118649
0.06083309,130783.60259999995,52.19496075311148
0.06166642,135580.99197999996,54.109570424572645
0.06249975,140547.58388999998,56.09170782303556
0.06333308,145374.83253999997,58.01823415220292
0.06416641,149813.91067999997,59.78984393118981
0.0649997399999999,154243.03572999997,61.5574814909413
0.0658330699999999,158682.11386999997,63.329091269928185
0.0666663999999999,162225.41390999994,64.74320131772937
0.0674997299999999,164763.45185999997,65.75611722275552
0.0683330599999999,166425.61788999996,66.41947783506674
0.0691663899999999,167261.67744999996,66.75314425084007
0.0699997199999999,167689.66031999997,66.92394967796211
0.0708330499999999,167619.98868999997,66.89614414331434
0.0716663799999999,166674.44513999997,66.51878331595167
0.0724997099999999,165539.79288,66.06595032311647
0.0733330399999999,164504.67151999997,65.6528395226352
0.0741663699999999,163489.45633999998,65.24767316062476
0.0749996999999999,162484.19425,64.8464790178497
0.0758330299999999,161518.74451999998,64.46117375201622
0.0766663599999998,160941.46529999998,64.23078503636322
0.0774996899999998,161110.66782999996,64.29831276336496
0.0783330199999998,161877.05576,64.6041736444905
0.0791663499999998,163101.28582999995,65.09275661044427
0.0799996799999998,164743.54567999998,65.74817278428473
0.0808330099999998,166903.36620999998,66.61014435836579
0.0816663399999998,169331.92016999997,67.57936585180256
0.0824996699999998,171700.75559,68.52475402982697
0.0833329999999998,174208.93426999997,69.5257532771469
0.0841663299999998,176528.00423999995,70.45128035899431
0.0849996599999998,178279.74807999996,71.15039094442412
0.0858329899999998,179752.80539999995,71.73827939126281
0.0866663199999998,180897.41075,72.19508460333343
0.0874996499999998,181594.12705,72.4731399498112
0.0883329799999998,181753.37649,72.53669545757754
0.0891663099999997,181385.11216,72.38972334586785
0.0899996399999997,180768.02057999995,72.14344575327327
0.0908329699999997,179931.96101999996,71.80977933749995
0.0916662999999997,178717.68403999996,71.32516859078156
0.0924996299999997,177553.17250999995,70.86041894024017
0.0933329599999997,176299.08316999997,70.35991931658019
0.0941662899999997,175303.77417,69.96269739304054
0.0949996199999997,174597.10477999997,69.68066982732736
0.0958329499999997,173691.37358999997,69.31919787690627
0.0966662799999997,173074.28200999997,69.07292028431169
0.0974996099999997,173114.09436999995,69.08880916125327
0.0983329399999997,173731.18594999996,69.33508675384786
0.0991662699999997,174636.91713999998,69.69655870426895
0.0999995999999997,175801.42867,70.16130835481037
0.1008329299999997,177194.86126999996,70.71741904776589
0.1016662599999996,178717.68403999996,71.32516859078156
0.1024995899999996,179991.67955999996,71.83361265291234
0.1033329199999996,181156.19109,72.29836230345374
0.1041662499999996,182469.99897,72.8226952425261
0.1049995799999996,183644.46359,73.2914171123029
0.1058329099999996,184450.66388,73.61316687037002
0.1066662399999996,184679.58495,73.70452791278413
0.1074995699999996,184510.38242,73.6370001857824
0.1083328999999996,184102.30573,73.47413919713114
0.1091662299999996,183435.44869999995,73.20800050835956
0.1099995599999996,182629.24840999997,72.88625075029242
0.1108328899999996,181643.8925,72.49300104598818
0.1116662199999996,180678.44277,72.1076957801547
0.1124995499999996,179832.43011999995,71.77005714514598
0.1133328799999996,179135.71381999995,71.49200179866821
0.1141662099999995,178319.56043999997,71.1662798213657
0.1149995399999995,177712.42194999996,70.9239744480065
0.1158328699999995,177592.98486999996,70.87630781718174
0.1166661999999995,177632.79722999997,70.89219669412334
0.1174995299999995,178011.01464999997,71.04314102506841
0.1183328599999995,178707.73094999997,71.32119637154616
0.1191661899999995,179633.36831999995,71.69061276043804
0.1199995199999995,180568.95878,72.06400136856533
0.1208328499999995,181574.22087,72.4651955113404
0.1216661799999995,182589.43605,72.87036187335086
0.1224995099999995,183534.9796,73.24772270071352
0.1233328399999995,184122.21190999995,73.48208363560192
0.1241661699999995,184719.39731,73.72041678972573
0.1249994999999995,185326.5358,73.96272216308492
0.1258328299999995,185416.11361,73.99847213620349
0.1266661599999995,184988.13074,73.82766670908143
0.1274994899999995,184460.61697,73.61713908960542
0.1283328199999995,184092.35264,73.47016697789574
0.1291661499999994,183773.85376,73.34305596236305
0.1299994799999994,183206.52763,73.11663946594544
0.1308328099999994,182469.99897,72.8226952425261
0.1316661399999994,181594.12705,72.4731399498112
0.1324994699999994,180758.06749,72.13947353403786
0.1333327999999994,180429.61552,72.00839029926978
0.1341661299999994,180369.89698,71.9845569838574
0.1349994599999994,180310.17844,71.96072366844503
0.1358327899999994,180459.47478999995,72.02030695697597
0.1366661199999994,180937.22311,72.21097348027502
0.1374994499999994,181454.78379,72.41752888051563
0.1383327799999994,181982.29756,72.62805649999166
0.1391661099999994,182639.2015,72.89022296952784
0.1399994399999994,183614.60431999995,73.2795004545967
0.1408327699999993,184510.38242,73.6370001857824
0.1416660999999993,184759.20967,73.73630566666732
0.1424994299999993,184938.36529,73.80780561290445
0.1433327599999993,185107.56782,73.87533333990619
0.1441660899999993,185057.80237,73.85547224372921
0.1449994199999993,185027.9431,73.84355558602302
0.1458327499999993,184729.3504,73.72438900896113
0.1466660799999993,184022.68101,73.44236144324796
0.1474994099999993,183296.10544,73.15238943906401
0.1483327399999993,182669.06076999995,72.90213962723402
0.1491660699999993,182071.87537,72.66380647311023
0.1499993999999993,181544.3616,72.4532788536342
0.1508327299999993,180947.1762,72.21494569951041
0.1516660599999993,180479.38097,72.02825139544677
0.1524993899999993,180200.69444999995,71.91702925685566
0.1533327199999992,180011.58573999995,71.84155709138312
0.1541660499999992,179991.67955999996,71.83361265291234
0.1549993799999992,180041.44500999997,71.85347374908932
0.1558327099999992,180409.70934,72.00044586079899
0.1566660399999992,181176.09727,72.30630674192453
0.1574993699999992,181982.29756,72.62805649999166
0.1583326999999992,182509.81132999997,72.83858411946767
0.1591660299999992,182967.65347,73.02130620429591
0.1599993599999992,183624.55740999995,73.2834726738321
0.1608326899999992,184331.2268,73.56550023954526
0.1616660199999992,184500.42933,73.63302796654699
0.1624993499999992,184490.47624,73.6290557473116
0.1633326799999992,184609.91332,73.67672237813636
0.1641660099999992,184550.19478,73.65288906272399
0.1649993399999992,184201.83663,73.5138613894851
0.1658326699999991,183793.75994,73.35100040083384
0.1666659999999991,183375.73015999995,73.18416719294717
0.1674993299999991,183007.46582999997,73.0371950812375
0.1683326599999991,182758.63857999997,72.93788960035258
0.1691659899999991,182659.10768,72.89816740799863
0.1699993199999991,182340.6088,72.77105639246594
0.1708326499999991,182111.68773,72.67969535005182
0.1716659799999991,182211.21863,72.71941754240578
0.1724993099999991,182151.50009,72.6955842269934
0.1733326399999991,181852.90739,72.5764176499315
0.1741659699999991,181922.57902,72.60422318457928
0.1749992999999991,182320.70262,72.76311195399514
0.1758326299999991,182579.48296,72.86638965411547
0.1766659599999991,182768.59167,72.941861819588
0.1774992899999991,182728.77930999995,72.9259729426464
0.178332619999999,182778.54476,72.94583403882339
0.179165949999999,183116.94981999995,73.08088949282686
0.179999279999999,183584.74505,73.2675837968905
0.180832609999999,183664.36977,73.29936155077368
0.181665939999999,183316.01161999995,73.1603338775348
0.182499269999999,182897.98184,72.99350066964816
0.183332599999999,182748.68548999997,72.93391738111718
0.184165929999999,182609.34223,72.87830631182165
0.184999259999999,182071.87537,72.66380647311023
0.185832589999999,181643.8925,72.49300104598818
0.186665919999999,181444.8307,72.41355666128024
0.187499249999999,181225.86272,72.32616783810151
0.188332579999999,180917.31693,72.20302904180421
0.189165909999999,180519.19332999995,72.04414027238835
0.189999239999999,180121.06972999996,71.88525150297248
0.1908325699999989,180160.88209,71.90114037991408
0.1916658999999989,180499.28715,72.03619583391756
0.1924992299999989,180608.77114,72.07989024550692
0.1933325599999989,180519.19332999995,72.04414027238835
0.1941658899999989,180489.33406,72.03222361468217
0.1949992199999989,180877.50457,72.18714016486263
0.1958325499999989,181584.17396,72.4691677305758
0.1966658799999989,182131.59391,72.6876397885226
0.1974992099999989,182400.32734,72.79488970787833
0.1983325399999989,182579.48296,72.86638965411547
0.1991658699999989,182927.84110999995,73.00541732735432
0.1999991999999989,183316.01161999995,73.1603338775348
0.2008325299999989,183186.62144999995,73.10869502747464
0.2016658599999989,182838.2633,72.96966735423577
0.2024991899999988,182768.59167,72.941861819588
0.2033325199999988,182738.73239999995,72.92994516188179
0.2041658499999988,182280.89026,72.74722307705356
0.2049991799999988,181643.8925,72.49300104598818
0.2058325099999988,181086.51946,72.27055676880596
0.2066658399999988,180559.00569,72.06002914932994
0.2074991699999988,180300.22535,71.95675144920963
0.2083324999999988,180330.08461999995,71.96866810691581
0.2091658299999988,180150.929,71.89716816067867
0.2099991599999988,179882.19556999995,71.78991824132297
0.2108324899999988,180011.58573999995,71.84155709138312
0.2116658199999988,180310.17844,71.96072366844503
0.2124991499999988,180200.69444999995,71.91702925685566
0.2133324799999988,180071.30427999995,71.8653904067955
0.2141658099999988,180140.97590999995,71.89319594144328
0.2149991399999987,180399.75625,71.9964736415636
0.2158324699999987,180797.87985,72.15536241097946
0.2166657999999987,181006.89474,72.23877901492278
0.2174991299999987,180917.31693,72.20302904180421
0.2183324599999987,180937.22311,72.21097348027502
0.2191657899999987,181086.51946,72.27055676880596
0.2199991199999987,180857.59839,72.17919572639184
0.2208324499999987,180539.09951,72.05208471085915
0.2216657799999987,180290.27226,71.95277922997423
0.2224991099999987,180101.16354999997,71.8773070645017
0.2233324399999987,179902.10174999997,71.79786267979377
0.2241657699999987,179693.08685999995,71.71444607585043
0.2249990999999987,179294.96326,71.55555730643458
0.2258324299999987,178906.79275,71.4006407562541
0.2266657599999987,178956.55819999997,71.42050185243109
0.2274990899999986,179155.62,71.49994623713903
0.2283324199999986,179155.62,71.49994623713903
0.2291657499999986,179275.05707999994,71.54761286796376
0.2299990799999986,179523.88432999994,71.64691834884869
0.2308324099999986,179583.60286999994,71.67075166426106
0.2316657399999986,179832.43011999995,71.77005714514598
0.2324990699999986,180101.16354999997,71.8773070645017
0.2333323999999986,180439.56861,72.01236251850517
0.2341657299999986,180618.72423,72.08386246474232
0.2349990599999986,180648.5835,72.09577912244852
0.2358323899999986,180777.97367,72.14741797250866
0.2366657199999986,180668.48968,72.1037235609193
0.2374990499999986,180539.09951,72.05208471085915
0.2383323799999986,180409.70934,72.00044586079899
0.2391657099999986,180150.929,71.89716816067867
0.2399990399999985,179892.14865999995,71.79389046055836
0.2408323699999985,179742.85230999996,71.73430717202741
0.2416656999999985,179503.97814999995,71.6389739103779
0.2424990299999985,179056.08909999998,71.46022404478505
0.2433323599999985,178777.40257999997,71.34900190619395
0.2441656899999985,178966.51128999994,71.42447407166647
0.2449990199999985,179185.47926999998,71.51186289484521
0.2458323499999985,178916.74584,71.40461297548951
0.2466656799999985,178448.95060999997,71.21791867142586
0.2474990099999985,178468.85678999996,71.22586310989665
0.2483323399999985,178697.77785999997,71.31722415231077
0.2491656699999985,179075.99527999994,71.46816848325584
0.2499989999999985,179484.07196999996,71.6310294719071
0.2508323299999985,179384.54106999995,71.59130727955313
0.2516656599999985,179145.66690999994,71.4959740179036
0.2524989899999985,179185.47926999998,71.51186289484521
0.2533323199999985,179185.47926999998,71.51186289484521
0.2541656499999986,179095.90146,71.47611292172665
0.2549989799999986,178837.12111999997,71.37283522160632
0.2558323099999986,178807.26184999998,71.36091856390014
0.2566656399999986,179075.99527999994,71.46816848325584
0.2574989699999986,178936.65201999998,71.4125574139603
0.2583322999999987,178359.37279999998,71.1821686983073
0.2591656299999987,177851.76520999998,70.97958551730207
0.2599989599999987,177563.12559999997,70.86439115947556
0.2608322899999987,177483.50087999998,70.8326134055924
0.2616656199999987,177612.89104999998,70.88425225565254
0.2624989499999988,177632.79722999997,70.89219669412334
0.2633322799999988,177682.56267999997,70.91205779030032
0.2641656099999988,177891.57756999996,70.99547439424364
0.2649989399999988,177891.57756999996,70.99547439424364
0.2658322699999988,177891.57756999996,70.99547439424364
0.2666655999999989,178180.21717999998,71.11066875207015
0.2674989299999989,178448.95060999997,71.21791867142586
0.2683322599999989,178916.74584,71.40461297548951
0.2691655899999989,179255.15089999995,71.53966842949298
0.269998919999999,179125.76072999998,71.48802957943283
0.270832249999999,179095.90146,71.47611292172665
0.271665579999999,179135.71381999995,71.49200179866821
0.272498909999999,179175.52618,71.50789067560981
0.273332239999999,179205.38544999994,71.519807333316
0.2741655699999991,178986.41747,71.43241851013728
0.2749988999999991,178657.9655,71.3013352753692
0.2758322299999991,178389.23206999997,71.19408535601347
0.2766655599999991,177911.48374999998,71.00341883271444
0.2774988899999991,177473.54778999995,70.82864118635699
0.2783322199999992,177184.90817999997,70.7134468285305
0.2791655499999992,176836.55002999995,70.57441915529161
0.2799988799999992,176786.78457999995,70.55455805911461
0.2808322099999992,176985.84637999997,70.63400244382255
0.2816655399999992,176786.78457999995,70.55455805911461
0.2824988699999993,176418.52024999997,70.40758594740495
0.2833321999999993,176259.27080999996,70.3440304396386
0.2841655299999993,176418.52024999997,70.40758594740495
0.2849988599999993,176746.97221999997,70.53866918217304
0.2858321899999994,177184.90817999997,70.7134468285305
0.2866655199999994,177403.87615999996,70.8008356517092
0.2874988499999994,177493.45396999997,70.83658562482779
0.2883321799999994,177602.93795999998,70.88028003641715
0.2891655099999994,177772.14048999996,70.94780776341888
0.2899988399999995,177782.09357999996,70.95177998265429
0.2908321699999995,177632.79722999997,70.89219669412334
0.2916654999999995,177652.70340999996,70.90014113259413
0.2924988299999995,177722.37503999996,70.9279466672419
0.2933321599999995,177612.89104999998,70.88425225565254
0.2941654899999996,177264.53289999996,70.74522458241366
0.2949988199999996,176856.45620999995,70.58236359376241
0.2958321499999996,176647.44131999995,70.49894698981906
0.2966654799999996,176826.59693999996,70.5704469360562
0.2974988099999996,176985.84637999997,70.63400244382255
0.2983321399999997,176806.69075999997,70.56250249758541
0.2991654699999997,176508.09805999996,70.44333592052351
0.2999987999999997,176408.56715999995,70.40361372816955
0.3008321299999997,176249.31771999996,70.34005822040321
0.3016654599999998,176269.22389999995,70.348002658874
0.3024987899999998,176547.91041999997,70.45922479746511
0.3033321199999998,176806.69075999997,70.56250249758541
0.3041654499999998,176985.84637999997,70.63400244382255
