Mach,alpha_deg,Reynolds,CA
2,20,5.00E+05,0.617
2,20,1.00E+06,0.551
2,20,3.00E+06,0.53
2,20,5.00E+06,0.505
2,20,7.00E+06,0.495
2,20,1.00E+07,0.495
2,20,3.00E+07,0.495
2,20,5.00E+07,0.495
2,20,7.00E+07,0.495
3,0,1.00E+05,0.409
3,0,5.00E+05,0.548
3,0,1.00E+06,0.478
3,0,3.00E+06,0.458
3,0,5.00E+06,0.432
3,0,7.00E+06,0.423
3,0,1.00E+07,0.417
3,0,3.00E+07,0.412
3,0,5.00E+07,0.409
3,0,7.00E+07,0.409
3,4,1.00E+05,0.41
3,4,5.00E+05,0.548
3,4,1.00E+06,0.479
3,4,3.00E+06,0.458
3,4,5.00E+06,0.433
3,4,7.00E+06,0.423
3,4,1.00E+07,0.418
3,4,3.00E+07,0.412
3,4,5.00E+07,0.41
3,4,7.00E+07,0.41
3,8,1.00E+05,0.412
3,8,5.00E+05,0.548
3,8,1.00E+06,0.48
3,8,3.00E+06,0.459
3,8,5.00E+06,0.434
3,8,7.00E+06,0.425
3,8,1.00E+07,0.419
3,8,3.00E+07,0.414
3,8,5.00E+07,0.412
3,8,7.00E+07,0.412
3,12,1.00E+05,0.415
3,12,5.00E+05,0.549
3,12,1.00E+06,0.482
3,12,3.00E+06,0.461
3,12,5.00E+06,0.437
3,12,7.00E+06,0.427
3,12,1.00E+07,0.422
3,12,3.00E+07,0.417
3,12,5.00E+07,0.415
3,12,7.00E+07,0.415
3,16,1.00E+05,0.418
3,16,5.00E+05,0.549
3,16,1.00E+06,0.484
3,16,3.00E+06,0.464
3,16,5.00E+06,0.44
3,16,7.00E+06,0.431
3,16,1.00E+07,0.426
3,16,3.00E+07,0.42
3,16,5.00E+07,0.418
3,16,7.00E+07,0.418
3,20,1.00E+05,0.423
3,20,5.00E+05,0.549
3,20,1.00E+06,0.486
3,20,3.00E+06,0.467
3,20,5.00E+06,0.444
3,20,7.00E+06,0.435
3,20,1.00E+07,0.43
3,20,3.00E+07,0.425
3,20,5.00E+07,0.423
3,20,7.00E+07,0.423
4,0,1.00E+05,0.317
4,0,5.00E+05,0.459
4,0,1.00E+06,0.392
4,0,3.00E+06,0.372
4,0,5.00E+06,0.349
4,0,7.00E+06,0.34
4,0,1.00E+07,0.335
4,0,3.00E+07,0.33
4,0,5.00E+07,0.317
4,0,7.00E+07,0.316
4,4,1.00E+05,0.319
4,4,5.00E+05,0.46
4,4,1.00E+06,0.393
4,4,3.00E+06,0.374
4,4,5.00E+06,0.35
4,4,7.00E+06,0.341
4,4,1.00E+07,0.336
4,4,3.00E+07,0.331
4,4,5.00E+07,0.319
4,4,7.00E+07,0.318
4,8,1.00E+05,0.324
4,8,5.00E+05,0.463
4,8,1.00E+06,0.397
4,8,3.00E+06,0.378
4,8,5.00E+06,0.355
4,8,7.00E+06,0.346
4,8,1.00E+07,0.341
4,8,3.00E+07,0.336
4,8,5.00E+07,0.324
4,8,7.00E+07,0.323
4,12,1.00E+05,0.332
4,12,5.00E+05,0.469
4,12,1.00E+06,0.404
4,12,3.00E+06,0.385
4,12,5.00E+06,0.362
4,12,7.00E+06,0.354
4,12,1.00E+07,0.349
4,12,3.00E+07,0.344
4,12,5.00E+07,0.332
4,12,7.00E+07,0.331
4,16,1.00E+05,0.343
4,16,5.00E+05,0.476
4,16,1.00E+06,0.413
4,16,3.00E+06,0.395
4,16,5.00E+06,0.372
4,16,7.00E+06,0.364
4,16,1.00E+07,0.359
4,16,3.00E+07,0.355
4,16,5.00E+07,0.343
4,16,7.00E+07,0.342
4,20,1.00E+05,0.356
4,20,5.00E+05,0.485
4,20,1.00E+06,0.424
4,20,3.00E+06,0.406
4,20,5.00E+06,0.384
4,20,7.00E+06,0.376
4,20,1.00E+07,0.372
4,20,3.00E+07,0.367
4,20,5.00E+07,0.356
4,20,7.00E+07,0.355
5,0,1.00E+05,0.254
5,0,5.00E+05,0.389
5,0,1.00E+06,0.323
5,0,3.00E+06,0.305
5,0,5.00E+06,0.283
5,0,7.00E+06,0.275
5,0,1.00E+07,0.27
5,0,3.00E+07,0.265
5,0,5.00E+07,0.254
5,0,7.00E+07,0.249
5,4,1.00E+05,0.256
5,4,5.00E+05,0.391
5,4,1.00E+06,0.325
5,4,3.00E+06,0.307
5,4,5.00E+06,0.285
5,4,7.00E+06,0.277
5,4,1.00E+07,0.272
5,4,3.00E+07,0.268
5,4,5.00E+07,0.256
5,4,7.00E+07,0.252
5,8,1.00E+05,0.263
5,8,5.00E+05,0.396
5,8,1.00E+06,0.331
5,8,3.00E+06,0.313
5,8,5.00E+06,0.291
5,8,7.00E+06,0.283
5,8,1.00E+07,0.279
5,8,3.00E+07,0.274
5,8,5.00E+07,0.263
5,8,7.00E+07,0.258
5,12,1.00E+05,0.274
5,12,5.00E+05,0.405
5,12,1.00E+06,0.341
5,12,3.00E+06,0.323
5,12,5.00E+06,0.302
5,12,7.00E+06,0.294
5,12,1.00E+07,0.289
5,12,3.00E+07,0.285
5,12,5.00E+07,0.274
5,12,7.00E+07,0.27
5,16,1.00E+05,0.289
5,16,5.00E+05,0.416
5,16,1.00E+06,0.354
5,16,3.00E+06,0.337
5,16,5.00E+06,0.316
5,16,7.00E+06,0.308
5,16,1.00E+07,0.304
5,16,3.00E+07,0.299
5,16,5.00E+07,0.289
5,16,7.00E+07,0.284
5,20,1.00E+05,0.307
5,20,5.00E+05,0.43
5,20,1.00E+06,0.37
5,20,3.00E+06,0.353
5,20,5.00E+06,0.333
5,20,7.00E+06,0.326
5,20,1.00E+07,0.321
5,20,3.00E+07,0.317
5,20,5.00E+07,0.307
5,20,7.00E+07,0.303
6,0,1.00E+05,0.216
6,0,5.00E+05,0.347
6,0,1.00E+06,0.282
6,0,3.00E+06,0.264
6,0,5.00E+06,0.243
6,0,7.00E+06,0.235
6,0,1.00E+07,0.231
6,0,3.00E+07,0.227
6,0,5.00E+07,0.216
6,0,7.00E+07,0.212
6,4,1.00E+05,0.219
6,4,5.00E+05,0.349
6,4,1.00E+06,0.284
6,4,3.00E+06,0.267
6,4,5.00E+06,0.246
6,4,7.00E+06,0.238
6,4,1.00E+07,0.234
6,4,3.00E+07,0.229
6,4,5.00E+07,0.219
6,4,7.00E+07,0.215
6,8,1.00E+05,0.227
6,8,5.00E+05,0.356
6,8,1.00E+06,0.292
6,8,3.00E+06,0.274
6,8,5.00E+06,0.253
6,8,7.00E+06,0.246
6,8,1.00E+07,0.241
6,8,3.00E+07,0.237
6,8,5.00E+07,0.227
6,8,7.00E+07,0.223
6,12,1.00E+05,0.24
6,12,5.00E+05,0.367
6,12,1.00E+06,0.304
6,12,3.00E+06,0.286
6,12,5.00E+06,0.266
6,12,7.00E+06,0.258
6,12,1.00E+07,0.254
6,12,3.00E+07,0.25
6,12,5.00E+07,0.24
6,12,7.00E+07,0.236
6,16,1.00E+05,0.257
6,16,5.00E+05,0.381
6,16,1.00E+06,0.319
6,16,3.00E+06,0.302
6,16,5.00E+06,0.282
6,16,7.00E+06,0.275
6,16,1.00E+07,0.271
6,16,3.00E+07,0.267
6,16,5.00E+07,0.257
6,16,7.00E+07,0.253
6,20,1.00E+05,0.278
6,20,5.00E+05,0.399
6,20,1.00E+06,0.339
6,20,3.00E+06,0.322
6,20,5.00E+06,0.303
6,20,7.00E+06,0.296
6,20,1.00E+07,0.292
6,20,3.00E+07,0.288
6,20,5.00E+07,0.278
6,20,7.00E+07,0.275
7,0,1.00E+05,0.18
7,0,5.00E+05,0.18
7,0,1.00E+06,0.18
7,0,3.00E+06,0.18
7,0,5.00E+06,0.18
7,0,7.00E+06,0.18
7,0,1.00E+07,0.18
7,0,3.00E+07,0.18
7,0,5.00E+07,0.18
