Mach,alpha_deg,Reynolds,CA
0.3,20.0,100000.0,0.61
0.3,20.0,500000.0,0.467
0.3,20.0,1000000.0,0.422
0.3,20.0,3000000.0,0.369
0.3,20.0,5000000.0,0.359
0.3,20.0,7000000.0,0.348
0.3,20.0,10000000.0,0.337
0.3,20.0,30000000.0,0.322
0.3,20.0,40000000.0,0.32
0.3,20.0,50000000.0,0.318
0.3,20.0,70000000.0,0.316
0.5,0.0,100000.0,0.668
0.5,0.0,500000.0,0.519
0.5,0.0,1000000.0,0.473
0.5,0.0,3000000.0,0.426
0.5,0.0,5000000.0,0.426
0.5,0.0,7000000.0,0.426
0.5,0.0,10000000.0,0.426
0.5,0.0,30000000.0,0.426
0.5,0.0,40000000.0,0.426
0.5,0.0,50000000.0,0.426
0.5,0.0,70000000.0,0.426
0.5,2.0,100000.0,0.667
0.5,2.0,500000.0,0.519
0.5,2.0,1000000.0,0.472
0.5,2.0,3000000.0,0.425
0.5,2.0,5000000.0,0.424
0.5,2.0,7000000.0,0.423
0.5,2.0,10000000.0,0.423
0.5,2.0,30000000.0,0.421
0.5,2.0,40000000.0,0.421
0.5,2.0,50000000.0,0.421
0.5,2.0,70000000.0,0.421
0.5,4.0,100000.0,0.665
0.5,4.0,500000.0,0.517
0.5,4.0,1000000.0,0.47
0.5,4.0,3000000.0,0.421
0.5,4.0,5000000.0,0.419
0.5,4.0,7000000.0,0.416
0.5,4.0,10000000.0,0.413
0.5,4.0,30000000.0,0.408
0.5,4.0,40000000.0,0.408
0.5,4.0,50000000.0,0.407
0.5,4.0,70000000.0,0.407
0.5,6.0,100000.0,0.662
0.5,6.0,500000.0,0.514
0.5,6.0,1000000.0,0.468
0.5,6.0,3000000.0,0.416
0.5,6.0,5000000.0,0.411
0.5,6.0,7000000.0,0.405
0.5,6.0,10000000.0,0.398
0.5,6.0,30000000.0,0.388
0.5,6.0,40000000.0,0.387
0.5,6.0,50000000.0,0.386
0.5,6.0,70000000.0,0.385
0.5,8.0,100000.0,0.659
0.5,8.0,500000.0,0.512
0.5,8.0,1000000.0,0.466
0.5,8.0,3000000.0,0.409
0.5,8.0,5000000.0,0.4
0.5,8.0,7000000.0,0.39
0.5,8.0,10000000.0,0.376
0.5,8.0,30000000.0,0.358
0.5,8.0,40000000.0,0.355
0.5,8.0,50000000.0,0.353
0.5,8.0,70000000.0,0.351
0.5,10.0,100000.0,0.658
0.5,10.0,500000.0,0.511
0.5,10.0,1000000.0,0.465
0.5,10.0,3000000.0,0.404
0.5,10.0,5000000.0,0.39
0.5,10.0,7000000.0,0.375
0.5,10.0,10000000.0,0.355
0.5,10.0,30000000.0,0.328
0.5,10.0,40000000.0,0.324
0.5,10.0,50000000.0,0.321
0.5,10.0,70000000.0,0.318
0.5,12.0,100000.0,0.659
0.5,12.0,500000.0,0.512
0.5,12.0,1000000.0,0.466
0.5,12.0,3000000.0,0.405
0.5,12.0,5000000.0,0.389
0.5,12.0,7000000.0,0.373
0.5,12.0,10000000.0,0.353
0.5,12.0,30000000.0,0.326
0.5,12.0,40000000.0,0.321
0.5,12.0,50000000.0,0.319
0.5,12.0,70000000.0,0.316
0.5,14.0,100000.0,0.66
0.5,14.0,500000.0,0.514
0.5,14.0,1000000.0,0.468
0.5,14.0,3000000.0,0.407
0.5,14.0,5000000.0,0.392
0.5,14.0,7000000.0,0.377
0.5,14.0,10000000.0,0.358
0.5,14.0,30000000.0,0.335
0.5,14.0,40000000.0,0.331
0.5,14.0,50000000.0,0.329
0.5,14.0,70000000.0,0.326
0.5,16.0,100000.0,0.653
0.5,16.0,500000.0,0.508
0.5,16.0,1000000.0,0.463
0.5,16.0,3000000.0,0.403
0.5,16.0,5000000.0,0.389
0.5,16.0,7000000.0,0.375
0.5,16.0,10000000.0,0.358
0.5,16.0,30000000.0,0.338
0.5,16.0,40000000.0,0.334
0.5,16.0,50000000.0,0.332
0.5,16.0,70000000.0,0.33
0.5,18.0,100000.0,0.633
0.5,18.0,500000.0,0.49
0.5,18.0,1000000.0,0.444
0.5,18.0,3000000.0,0.387
0.5,18.0,5000000.0,0.375
0.5,18.0,7000000.0,0.363
0.5,18.0,10000000.0,0.348
0.5,18.0,30000000.0,0.329
0.5,18.0,40000000.0,0.326
0.5,18.0,50000000.0,0.324
0.5,18.0,70000000.0,0.321
0.5,20.0,100000.0,0.605
0.5,20.0,500000.0,0.462
0.5,20.0,1000000.0,0.417
0.5,20.0,3000000.0,0.362
0.5,20.0,5000000.0,0.353
0.5,20.0,7000000.0,0.343
0.5,20.0,10000000.0,0.331
0.5,20.0,30000000.0,0.316
0.5,20.0,40000000.0,0.313
0.5,20.0,50000000.0,0.312
0.5,20.0,70000000.0,0.31
0.7,0.0,100000.0,0.666
0.7,0.0,500000.0,0.517
0.7,0.0,1000000.0,0.47
0.7,0.0,3000000.0,0.42
0.7,0.0,5000000.0,0.42
0.7,0.0,7000000.0,0.42
0.7,0.0,10000000.0,0.42
0.7,0.0,30000000.0,0.42
0.7,0.0,40000000.0,0.42
0.7,0.0,50000000.0,0.42
0.7,0.0,70000000.0,0.42
0.7,2.0,100000.0,0.665
0.7,2.0,500000.0,0.516
0.7,2.0,1000000.0,0.469
0.7,2.0,3000000.0,0.418
0.7,2.0,5000000.0,0.418
0.7,2.0,7000000.0,0.417
0.7,2.0,10000000.0,0.416
0.7,2.0,30000000.0,0.415
0.7,2.0,40000000.0,0.415
0.7,2.0,50000000.0,0.415
0.7,2.0,70000000.0,0.415
0.7,4.0,100000.0,0.662
0.7,4.0,500000.0,0.513
0.7,4.0,1000000.0,0.467
0.7,4.0,3000000.0,0.414
0.7,4.0,5000000.0,0.412
0.7,4.0,7000000.0,0.41
0.7,4.0,10000000.0,0.407
0.7,4.0,30000000.0,0.402
0.7,4.0,40000000.0,0.402
0.7,4.0,50000000.0,0.401
0.7,4.0,70000000.0,0.401
0.7,6.0,100000.0,0.659
0.7,6.0,500000.0,0.51
0.7,6.0,1000000.0,0.464
0.7,6.0,3000000.0,0.409
0.7,6.0,5000000.0,0.404
0.7,6.0,7000000.0,0.4
0.7,6.0,10000000.0,0.393
0.7,6.0,30000000.0,0.382
0.7,6.0,40000000.0,0.38
0.7,6.0,50000000.0,0.379
0.7,6.0,70000000.0,0.378
0.7,8.0,100000.0,0.653
0.7,8.0,500000.0,0.505
0.7,8.0,1000000.0,0.459
0.7,8.0,3000000.0,0.401
0.7,8.0,5000000.0,0.392
0.7,8.0,7000000.0,0.384
0.7,8.0,10000000.0,0.371
0.7,8.0,30000000.0,0.351
0.7,8.0,40000000.0,0.349
0.7,8.0,50000000.0,0.346
0.7,8.0,70000000.0,0.345
0.7,10.0,100000.0,0.649
0.7,10.0,500000.0,0.501
0.7,10.0,1000000.0,0.455
0.7,10.0,3000000.0,0.394
0.7,10.0,5000000.0,0.381
0.7,10.0,7000000.0,0.369
0.7,10.0,10000000.0,0.35
0.7,10.0,30000000.0,0.321
0.7,10.0,40000000.0,0.317
0.7,10.0,50000000.0,0.314
0.7,10.0,70000000.0,0.311
0.7,12.0,100000.0,0.648
0.7,12.0,500000.0,0.501
0.7,12.0,1000000.0,0.456
0.7,12.0,3000000.0,0.393
0.7,12.0,5000000.0,0.38
0.7,12.0,7000000.0,0.367
0.7,12.0,10000000.0,0.347
0.7,12.0,30000000.0,0.318
0.7,12.0,40000000.0,0.314
0.7,12.0,50000000.0,0.311
0.7,12.0,70000000.0,0.309
0.7,14.0,100000.0,0.65
0.7,14.0,500000.0,0.503
0.7,14.0,1000000.0,0.458
0.7,14.0,3000000.0,0.396
0.7,14.0,5000000.0,0.383
0.7,14.0,7000000.0,0.371
0.7,14.0,10000000.0,0.352
0.7,14.0,30000000.0,0.327
0.7,14.0,40000000.0,0.324
0.7,14.0,50000000.0,0.321
0.7,14.0,70000000.0,0.319
0.7,16.0,100000.0,0.643
0.7,16.0,500000.0,0.498
0.7,16.0,1000000.0,0.453
0.7,16.0,3000000.0,0.392
0.7,16.0,5000000.0,0.38
0.7,16.0,7000000.0,0.369
0.7,16.0,10000000.0,0.351
0.7,16.0,30000000.0,0.33
0.7,16.0,40000000.0,0.326
0.7,16.0,50000000.0,0.324
0.7,16.0,70000000.0,0.321
0.7,18.0,100000.0,0.624
0.7,18.0,500000.0,0.48
0.7,18.0,1000000.0,0.435
0.7,18.0,3000000.0,0.376
0.7,18.0,5000000.0,0.366
0.7,18.0,7000000.0,0.355
0.7,18.0,10000000.0,0.339
0.7,18.0,30000000.0,0.32
0.7,18.0,40000000.0,0.316
0.7,18.0,50000000.0,0.314
0.7,18.0,70000000.0,0.312
0.7,20.0,100000.0,0.595
0.7,20.0,500000.0,0.451
0.7,20.0,1000000.0,0.407
0.7,20.0,3000000.0,0.35
0.7,20.0,5000000.0,0.342
0.7,20.0,7000000.0,0.333
0.7,20.0,10000000.0,0.32
0.7,20.0,30000000.0,0.304
0.7,20.0,40000000.0,0.302
0.7,20.0,50000000.0,0.3
0.7,20.0,70000000.0,0.298
0.9,0.0,100000.0,0.747
0.9,0.0,500000.0,0.594
0.9,0.0,1000000.0,0.546
0.9,0.0,3000000.0,0.49
0.9,0.0,5000000.0,0.49
0.9,0.0,7000000.0,0.49
0.9,0.0,10000000.0,0.49
