Mach,alpha_deg,def_roll,Cll
5.0,8.0,10,-0.11664
6.0,8.0,10,-0.09813
0.3,10.0,10,-0.084072
0.5,10.0,10,-0.072249
0.8,10.0,10,-0.069068
1.2,10.0,10,-0.10083
2.0,10.0,10,-0.16875
3.0,10.0,10,-0.2034
5.0,10.0,10,-0.10774
6.0,10.0,10,-0.097437
0.3,12.0,10,-0.13559
0.5,12.0,10,-0.12187
0.8,12.0,10,-0.12722
1.2,12.0,10,-0.16176
2.0,12.0,10,-0.24448
3.0,12.0,10,-0.1435
5.0,12.0,10,-0.10671
6.0,12.0,10,-0.10804
0.3,14.0,10,-0.19827
0.5,14.0,10,-0.18562
0.8,14.0,10,-0.19286
1.2,14.0,10,-0.25175
2.0,14.0,10,-0.25697
3.0,14.0,10,-0.11492
5.0,14.0,10,-0.12138
6.0,14.0,10,-0.12211
0.3,16.0,10,-0.21948
0.5,16.0,10,-0.21328
0.8,16.0,10,-0.22425
1.2,16.0,10,-0.30928
2.0,16.0,10,-0.13135
3.0,16.0,10,-0.10742
5.0,16.0,10,-0.13691
6.0,16.0,10,-0.13413
0.3,0.0,15,-0.163272
0.5,0.0,15,-0.160498
0.8,0.0,15,-0.166689
1.2,0.0,15,-0.183609
2.0,0.0,15,-0.103498
3.0,0.0,15,-0.08799
5.0,0.0,15,-0.069174
6.0,0.0,15,-0.061505
0.3,2.0,15,-0.15521
0.5,2.0,15,-0.15496
0.8,2.0,15,-0.16264
1.2,2.0,15,-0.18894
2.0,2.0,15,-0.10237
3.0,2.0,15,-0.099637
5.0,2.0,15,-0.083317
6.0,2.0,15,-0.07432
0.3,4.0,15,-0.1551
0.5,4.0,15,-0.15484
0.8,4.0,15,-0.16012
1.2,4.0,15,-0.20464
2.0,4.0,15,-0.12343
3.0,4.0,15,-0.12082
5.0,4.0,15,-0.10662
6.0,4.0,15,-0.10046
0.3,6.0,15,-0.15404
0.5,6.0,15,-0.15207
0.8,6.0,15,-0.15957
1.2,6.0,15,-0.22343
2.0,6.0,15,-0.14846
3.0,6.0,15,-0.14732
5.0,6.0,15,-0.15341
6.0,6.0,15,-0.13884
0.3,8.0,15,-0.1381
0.5,8.0,15,-0.12527
0.8,8.0,15,-0.13265
1.2,8.0,15,-0.21619
2.0,8.0,15,-0.16377
3.0,8.0,15,-0.2173
5.0,8.0,15,-0.17226
6.0,8.0,15,-0.14858
0.3,10.0,15,-0.13705
0.5,10.0,15,-0.12088
0.8,10.0,15,-0.12458
1.2,10.0,15,-0.19769
2.0,10.0,15,-0.23491
3.0,10.0,15,-0.27537
5.0,10.0,15,-0.16161
6.0,10.0,15,-0.15028
0.3,12.0,15,-0.20575
0.5,12.0,15,-0.185265
0.8,12.0,15,-0.18733
1.2,12.0,15,-0.25917
2.0,12.0,15,-0.33762
3.0,12.0,15,-0.20349
5.0,12.0,15,-0.16271
6.0,12.0,15,-0.1664
0.3,14.0,15,-0.26496
0.5,14.0,15,-0.25671
0.8,14.0,15,-0.26443
1.2,14.0,15,-0.35295
2.0,14.0,15,-0.33016
3.0,14.0,15,-0.1698
5.0,14.0,15,-0.18358
6.0,14.0,15,-0.18635
0.3,16.0,15,-0.2759
0.5,16.0,15,-0.27265
0.8,16.0,15,-0.30248
1.2,16.0,15,-0.40682
2.0,16.0,15,-0.19382
3.0,16.0,15,-0.16109
5.0,16.0,15,-0.20513
6.0,16.0,15,-0.20279
