Mach,alpha_deg,def_pitch,Cnd,Cmd
5.0,4.0,-16.0,0.959704306844129,-2.8862748929715223
5.0,8.0,-16.0,0.948961348185426,-2.8504650307758457
5.0,12.0,-16.0,0.9811902241615345,-2.947151658704172
5.0,16.0,-16.0,1.0384860036746164,-3.122619983462986
5.0,20.0,-16.0,1.11010572806597,-3.341060142856613
0.3,0.0,-12.0,4.999056762516432,-14.242775857293713
0.3,2.0,-12.0,4.956084927881621,-14.123409649974793
0.3,4.0,-12.0,4.94176098300335,-14.066113870461708
0.3,8.0,-12.0,5.042028597151244,-14.357367416319878
0.3,12.0,-12.0,5.209141287397734,-14.834832245595562
0.3,16.0,-12.0,5.161394804470164,-14.691592796812857
0.3,20.0,-12.0,4.765098996171346,-13.555226503136725
0.5,0.0,-12.0,5.080225783493299,-14.471958975346043
0.5,2.0,-12.0,5.056352542029515,-14.419437844125717
0.5,4.0,-12.0,5.046803245444001,-14.386015306076418
0.5,8.0,-12.0,5.1518455078846515,-14.667719555349073
0.5,12.0,-12.0,5.295084956667358,-15.07833930852616
0.5,16.0,-12.0,5.194817342519464,-14.796635059253507
0.5,20.0,-12.0,4.693479271779992,-13.373789868011965
0.8,0.0,-12.0,5.166169452762922,-14.725015334862157
0.8,2.0,-12.0,5.194817342519464,-14.815733652424537
0.8,4.0,-12.0,5.223465232276004,-14.892128025108645
0.8,8.0,-12.0,5.318958198131141,-15.145184384624761
0.8,12.0,-12.0,5.395352570815251,-15.379142150969846
0.8,16.0,-12.0,5.266437066910817,-15.001944935842053
0.8,20.0,-12.0,4.7650989961713455,-13.560001151429482
1.2,0.0,-12.0,5.371479329351467,-16.02371967049202
1.2,2.0,-12.0,5.424000460571793,-16.186057712445756
1.2,4.0,-12.0,5.471746943499361,-16.334071809521216
1.2,8.0,-12.0,5.552915964476228,-16.57757887245182
1.2,12.0,-12.0,5.6006624474037965,-16.72081832123452
1.2,16.0,-12.0,5.557690612768986,-16.596677465622843
1.2,20.0,-12.0,5.366704681058711,-16.042818263663047
2.0,0.0,-12.0,2.7120002302858963,-8.145549987443204
