Mach,alpha_deg,def_roll,Cll
8.0,2.0,20,-0.14540
8.0,4.0,0,0.00000
8.0,4.0,5,-0.03100
8.0,4.0,10,-0.06200
8.0,4.0,15,-0.14090
8.0,4.0,20,-0.14090
8.0,6.0,0,0.00000
8.0,6.0,5,-0.03500
8.0,6.0,10,-0.06900
8.0,6.0,15,-0.15210
8.0,6.0,20,-0.15210
8.0,8.0,0,0.00000
8.0,8.0,5,-0.03700
8.0,8.0,10,-0.07400
8.0,8.0,15,-0.16350
8.0,8.0,20,-0.16350
8.0,10.0,0,0.00000
8.0,10.0,5,-0.04950
8.0,10.0,10,-0.10480
8.0,10.0,15,-0.16170
8.0,10.0,20,-0.16170
8.0,12.0,0,0.00000
8.0,12.0,5,-0.05070
8.0,12.0,10,-0.10600
8.0,12.0,15,-0.15990
8.0,12.0,20,-0.15990
8.0,14.0,0,0.00000
8.0,14.0,5,-0.05380
8.0,14.0,10,-0.11250
8.0,14.0,15,-0.16980
8.0,14.0,20,-0.16980
8.0,16.0,0,0.00000
8.0,16.0,5,-0.05790
8.0,16.0,10,-0.12180
8.0,16.0,15,-0.17440
8.0,16.0,20,-0.17440
8.0,18.0,0,0.00000
8.0,18.0,5,-0.06210
8.0,18.0,10,-0.13100
8.0,18.0,15,-0.17910
8.0,18.0,20,-0.17910
8.0,20.0,0,0.00000
8.0,20.0,5,-0.06630
8.0,20.0,10,-0.14030
8.0,20.0,15,-0.18370
8.0,20.0,20,-0.18370
9.0,0.0,0,0.00000
9.0,0.0,5,-0.02700
9.0,0.0,10,-0.05500
9.0,0.0,15,-0.13700
9.0,0.0,20,-0.13700
9.0,2.0,0,0.00000
9.0,2.0,5,-0.02700
9.0,2.0,10,-0.05500
9.0,2.0,15,-0.15330
9.0,2.0,20,-0.15330
9.0,4.0,0,0.00000
9.0,4.0,5,-0.03000
9.0,4.0,10,-0.06000
9.0,4.0,15,-0.13980
9.0,4.0,20,-0.13980
9.0,6.0,0,0.00000
9.0,6.0,5,-0.03300
9.0,6.0,10,-0.06400
9.0,6.0,15,-0.14670
9.0,6.0,20,-0.14670
9.0,8.0,0,0.00000
9.0,8.0,5,-0.03400
9.0,8.0,10,-0.06800
9.0,8.0,15,-0.15400
9.0,8.0,20,-0.15400
9.0,10.0,0,0.00000
9.0,10.0,5,-0.04620
9.0,10.0,10,-0.09840
9.0,10.0,15,-0.15090
9.0,10.0,20,-0.15090
9.0,12.0,0,0.00000
9.0,12.0,5,-0.04790
9.0,12.0,10,-0.10080
9.0,12.0,15,-0.14780
9.0,12.0,20,-0.14780
9.0,14.0,0,0.00000
9.0,14.0,5,-0.05000
9.0,14.0,10,-0.10480
9.0,14.0,15,-0.15300
9.0,14.0,20,-0.15300
9.0,16.0,0,0.00000
9.0,16.0,5,-0.05380
9.0,16.0,10,-0.11310
9.0,16.0,15,-0.15450
9.0,16.0,20,-0.15450
9.0,18.0,0,0.00000
9.0,18.0,5,-0.05750
9.0,18.0,10,-0.12140
9.0,18.0,15,-0.15600
9.0,18.0,20,-0.15600
9.0,20.0,0,0.00000
9.0,20.0,5,-0.06130
9.0,20.0,10,-0.12970
9.0,20.0,15,-0.15750
9.0,20.0,20,-0.15750
