Mach,alpha_deg,def_roll,Cll
0.3,0,2.0,0.001677
0.3,0,4.0,-0.005294
0.3,0,5.0,-1.144
0.3,0,8.0,-0.001352
0.3,0,10.0,-2.291
0.3,0,12.0,-0.0004024
0.3,0,15.0,-3.392
0.3,0,16.0,0.0006633
0.3,0,20.0,0.003338
0.3,2,0.0,-0.001669
0.3,2,5.0,-1.146
0.3,2,10.0,-2.288
0.3,2,15.0,-3.383
0.3,4,0.0,-0.001118
0.3,4,5.0,-1.15
0.3,4,10.0,-2.288
0.3,4,15.0,-3.335
0.3,8,0.0,-0.001466
0.3,8,5.0,-1.149
0.3,8,10.0,-2.23
0.3,8,15.0,-3.189
0.3,12,0.0,-0.000686
0.3,12,5.0,-1.108
0.3,12,10.0,-2.203
0.3,12,15.0,-2.735
0.3,16,0.0,0.0002382
0.3,16,5.0,-1.0
0.3,16,10.0,-1.571
0.3,16,15.0,-2.354
0.3,20,0.0,0.001549
0.3,20,5.0,-0.657
0.3,20,10.0,-1.264
0.3,20,15.0,-1.876
0.5,0,2.0,0.00161
0.5,0,4.0,-0.004869
0.5,0,5.0,-1.194
0.5,0,8.0,-0.001199
0.5,0,10.0,-2.395
0.5,0,12.0,-0.0004029
0.5,0,15.0,-3.529
0.5,0,16.0,0.005882
0.5,0,20.0,0.003476
0.5,2,0.0,-0.001456
0.5,2,5.0,-1.197
0.5,2,10.0,-2.391
0.5,2,15.0,-3.437
0.5,4,0.0,-0.001524
0.5,4,5.0,-1.206
0.5,4,10.0,-2.391
0.5,4,15.0,-3.462
0.5,8,0.0,-0.001284
0.5,8,5.0,-1.199
0.5,8,10.0,-2.316
0.5,8,15.0,-2.97
0.5,12,0.0,-0.0008274
0.5,12,5.0,-1.126
0.5,12,10.0,-1.826
0.5,12,15.0,-2.688
0.5,16,0.0,0.0002631
0.5,16,5.0,-0.7403
0.5,16,10.0,-1.577
0.5,16,15.0,-2.304
0.5,20,0.0,-0.005351
0.5,20,5.0,-0.4944
0.5,20,10.0,-1.245
0.5,20,15.0,-1.654
0.8,0,2.0,0.000318
0.8,0,4.0,0.0003827
0.8,0,5.0,-1.417
0.8,0,8.0,-0.001755
0.8,0,10.0,-2.907
0.8,0,12.0,2.311e-05
0.8,0,15.0,-4.031
0.8,0,16.0,0.005359
0.8,0,20.0,-0.01106
0.8,2,0.0,-0.001414
0.8,2,5.0,-1.426
0.8,2,10.0,-2.84
0.8,2,15.0,-3.988
0.8,4,0.0,-0.001304
0.8,4,5.0,-1.456
0.8,4,10.0,-2.84
0.8,4,15.0,-3.883
0.8,8,0.0,0.0009191
0.8,8,5.0,-1.365
0.8,8,10.0,-2.542
0.8,8,15.0,-3.344
0.8,12,0.0,0.0303
0.8,12,5.0,-1.163
0.8,12,10.0,-1.962
0.8,12,15.0,-2.888
0.8,16,0.0,0.01204
0.8,16,5.0,-0.5743
0.8,16,10.0,-1.491
0.8,16,15.0,-2.336
0.8,20,0.0,0.01063
0.8,20,5.0,-0.3875
0.8,20,10.0,-0.915
0.8,20,15.0,-1.637
1.2,0,2.0,-0.0002216
1.2,0,4.0,0.0003827
1.2,0,5.0,-1.307
1.2,0,8.0,-0.001061
1.2,0,10.0,-2.626
1.2,0,12.0,-0.002335
1.2,0,15.0,-3.697
1.2,0,16.0,-0.001063
1.2,0,20.0,-0.0008204
1.2,2,0.0,-0.0001517
1.2,2,5.0,-1.323
1.2,2,10.0,-2.604
1.2,2,15.0,-3.668
1.2,4,0.0,-0.0005506
1.2,4,5.0,-1.348
1.2,4,10.0,-2.604
1.2,4,15.0,-3.593
1.2,8,0.0,-0.001736
1.2,8,5.0,-1.277
1.2,8,10.0,-2.403
1.2,8,15.0,-3.341
1.2,12,0.0,-0.001887
1.2,12,5.0,-1.094
1.2,12,10.0,-2.15
1.2,12,15.0,-3.054
1.2,16,0.0,0.0005885
1.2,16,5.0,-0.9382
1.2,16,10.0,-1.87
1.2,16,15.0,-2.716
1.2,20,0.0,0.004464
1.2,20,5.0,-0.8169
1.2,20,10.0,-1.617
1.2,20,15.0,-2.256
2.0,0,2.0,0.000329
2.0,0,4.0,0.0005912
2.0,0,5.0,-0.8131
2.0,0,8.0,0.000383
2.0,0,10.0,-1.597
2.0,0,12.0,-0.0007847
2.0,0,15.0,-2.328
2.0,0,16.0,-0.0003751
2.0,0,20.0,0.0008971
2.0,2,0.0,0.0005833
2.0,2,5.0,-0.8153
2.0,2,10.0,-1.598
2.0,2,15.0,-2.328
2.0,4,0.0,0.0006575
2.0,4,5.0,-0.8265
2.0,4,10.0,-1.598
2.0,4,15.0,-2.336
2.0,8,0.0,-0.0001747
2.0,8,5.0,-0.8304
2.0,8,10.0,-1.626
2.0,8,15.0,-2.345
2.0,12,0.0,5.594e-06
2.0,12,5.0,-0.8183
2.0,12,10.0,-1.614
2.0,12,15.0,-2.336
2.0,16,0.0,0.001251
2.0,16,5.0,-0.8082
2.0,16,10.0,-1.598
2.0,16,15.0,-2.301
2.0,20,0.0,0.002957
2.0,20,5.0,-0.7735
2.0,20,10.0,-1.508
2.0,20,15.0,-2.146
3.0,0,2.0,-0.0004063
3.0,0,4.0,0.0006623
3.0,0,5.0,-0.5836
3.0,0,8.0,-0.0009825
3.0,0,10.0,-1.179
3.0,0,12.0,0.0008436
3.0,0,15.0,-1.762
