Mach,alpha_deg,Reynolds,CA
0.3,2,682700,0.07511
0.3,4,682700,0.0707
0.3,8,682700,0.04599
0.3,12,682700,0.003511
0.3,16,682700,-0.05338
0.3,20,682700,-0.1141
0.5,2,1138000,0.0729
0.5,4,1138000,0.0685
0.5,8,1138000,0.04376
0.5,12,1138000,0.002832
0.5,16,1138000,-0.03919
0.5,20,1138000,-0.07797
0.8,2,1820000,0.08803
0.8,4,1820000,0.08316
0.8,8,1821000,0.06072
0.8,12,1821000,0.03124
0.8,16,1821000,0.003868
0.8,20,1821000,-0.03239
1.2,2,2733000,0.1878
1.2,4,2733000,0.1869
1.2,8,2732000,0.1787
1.2,12,2732000,0.1619
1.2,16,2732000,0.1353
1.2,20,2732000,0.1012
2.0,2,4552000,0.1422
2.0,4,4552000,0.1428
2.0,8,4551000,0.1404
2.0,12,4551000,0.1327
2.0,16,4551000,0.1233
2.0,20,4551000,0.1192
3.0,2,4552000,0.1422
3.0,4,6827000,0.1259
3.0,8,6827000,0.1305
3.0,12,6827000,0.1341
3.0,16,6827000,0.1406
3.0,20,6827000,0.157
5.0,2,11380000,0.1096
5.0,4,11380000,0.1158
5.0,8,11380000,0.1309
5.0,12,11380000,0.146
5.0,16,11380000,0.1675
5.0,20,11380000,0.1936
7.0,2,15930000,0.1066
7.0,4,15930000,0.1133
7.0,8,15930000,0.131
7.0,12,15930000,0.15
7.0,16,15930000,0.1738
7.0,20,15930000,0.2012
9.0,2,20480000,0.105
9.0,4,20480000,0.111
9.0,8,20480000,0.1291
9.0,12,20480000,0.1505
9.0,16,20480000,0.1749
9.0,20,20480000,0.2031
11.0,2,25030000,0.1044
11.0,4,25030000,0.1093
11.0,8,25030000,0.1255
11.0,12,25030000,0.149
11.0,16,25030000,0.1744
11.0,20,25040000,0.2032
