Mach,alpha_deg,Reynolds,CA
4,0,1.00E+05,0.205
4,0,5.00E+05,0.16
4,0,1.00E+06,0.147
4,0,3.00E+06,0.132
4,0,5.00E+06,0.126
4,0,7.00E+06,0.123
4,0,1.00E+07,0.12
4,4,1.00E+05,0.207
4,4,5.00E+05,0.162
4,4,1.00E+06,0.149
4,4,3.00E+06,0.133
4,4,5.00E+06,0.128
4,4,7.00E+06,0.125
4,4,1.00E+07,0.122
4,8,1.00E+05,0.212
4,8,5.00E+05,0.167
4,8,1.00E+06,0.154
4,8,3.00E+06,0.139
4,8,5.00E+06,0.134
4,8,7.00E+06,0.13
4,8,1.00E+07,0.127
4,12,1.00E+05,0.219
4,12,5.00E+05,0.175
4,12,1.00E+06,0.163
4,12,3.00E+06,0.148
4,12,5.00E+06,0.143
4,12,7.00E+06,0.14
4,12,1.00E+07,0.137
4,16,1.00E+05,0.229
4,16,5.00E+05,0.186
4,16,1.00E+06,0.174
4,16,3.00E+06,0.16
4,16,5.00E+06,0.155
4,16,7.00E+06,0.152
4,16,1.00E+07,0.149
4,20,1.00E+05,0.241
4,20,5.00E+05,0.2
4,20,1.00E+06,0.189
4,20,3.00E+06,0.175
4,20,5.00E+06,0.17
4,20,7.00E+06,0.167
4,20,1.00E+07,0.164
5,0,1.00E+05,0.189
5,0,5.00E+05,0.144
5,0,1.00E+06,0.131
5,0,3.00E+06,0.117
5,0,5.00E+06,0.111
5,0,7.00E+06,0.108
5,0,1.00E+07,0.105
5,4,1.00E+05,0.191
5,4,5.00E+05,0.146
5,4,1.00E+06,0.134
5,4,3.00E+06,0.119
5,4,5.00E+06,0.114
5,4,7.00E+06,0.111
5,4,1.00E+07,0.108
5,8,1.00E+05,0.198
5,8,5.00E+05,0.153
5,8,1.00E+06,0.141
5,8,3.00E+06,0.126
5,8,5.00E+06,0.121
5,8,7.00E+06,0.118
5,8,1.00E+07,0.115
5,12,1.00E+05,0.208
5,12,5.00E+05,0.164
5,12,1.00E+06,0.152
5,12,3.00E+06,0.138
5,12,5.00E+06,0.133
5,12,7.00E+06,0.13
5,12,1.00E+07,0.127
5,16,1.00E+05,0.222
5,16,5.00E+05,0.179
5,16,1.00E+06,0.167
5,16,3.00E+06,0.153
5,16,5.00E+06,0.149
5,16,7.00E+06,0.146
5,16,1.00E+07,0.143
5,20,1.00E+05,0.238
5,20,5.00E+05,0.197
5,20,1.00E+06,0.186
5,20,3.00E+06,0.173
5,20,5.00E+06,0.168
5,20,7.00E+06,0.165
5,20,1.00E+07,0.163
